,Départements,Année,Electricité,Essence,Gazole,Hybride,GPL,Total
0,Ain,2010,0.0,5192.0,12670.0,0.0,0.0,18564.0
1,Ain,2011,10.0,5590.0,13504.0,0.0,97.0,19334.0
2,Ain,2012,21.0,4927.0,11208.0,246.0,18.0,16424.0
3,Ain,2013,55.0,5465.0,10299.0,352.0,23.0,16196.0
4,Ain,2014,60.0,5921.0,9408.0,314.0,14.0,15717.0
5,Ain,2015,156.0,7083.0,8706.0,471.0,7.0,16426.0
6,Ain,2016,225.0,8329.0,8544.0,445.0,0.0,17544.0
7,Ain,2017,227.0,9199.0,8342.0,690.0,8.0,18471.0
8,Ain,2018,310.0,10608.0,7211.0,975.0,17.0,19123.0
9,Ain,2019,426.0,11177.0,6856.0,1031.0,11.0,19502.0
10,Aisne,2010,0.0,4047.0,15516.0,0.0,0.0,20267.0
11,Aisne,2011,14.0,4360.0,16917.0,0.0,78.0,21428.0
12,Aisne,2012,27.0,3691.0,15455.0,151.0,8.0,19333.0
13,Aisne,2013,76.0,4229.0,13713.0,245.0,20.0,18286.0
14,Aisne,2014,87.0,4455.0,12653.0,224.0,19.0,17439.0
15,Aisne,2015,123.0,6312.0,12218.0,284.0,16.0,18953.0
16,Aisne,2016,150.0,7749.0,13070.0,296.0,0.0,21270.0
17,Aisne,2017,161.0,9338.0,13014.0,515.0,12.0,23041.0
18,Aisne,2018,165.0,11746.0,10677.0,668.0,16.0,23273.0
19,Aisne,2019,260.0,12563.0,10560.0,952.0,5.0,24354.0
20,Allier,2010,0.0,2649.0,7319.0,0.0,0.0,10418.0
21,Allier,2011,8.0,2604.0,7356.0,0.0,61.0,10070.0
22,Allier,2012,11.0,2062.0,5837.0,105.0,11.0,8028.0
23,Allier,2013,26.0,2225.0,5202.0,172.0,13.0,7638.0
24,Allier,2014,36.0,2509.0,4678.0,127.0,8.0,7358.0
25,Allier,2015,61.0,3197.0,4292.0,161.0,11.0,7723.0
26,Allier,2016,84.0,3809.0,4132.0,201.0,0.0,8227.0
27,Allier,2017,96.0,4353.0,3914.0,256.0,7.0,8626.0
28,Allier,2018,122.0,5170.0,3265.0,389.0,16.0,8962.0
29,Allier,2019,140.0,5415.0,3096.0,390.0,7.0,9049.0
30,Alpes-Maritimes,2010,3.0,15756.0,23623.0,0.0,1213.0,40897.0
31,Alpes-Maritimes,2011,117.0,15170.0,22995.0,0.0,169.0,38861.0
32,Alpes-Maritimes,2012,167.0,13174.0,19224.0,587.0,32.0,33186.0
33,Alpes-Maritimes,2013,138.0,13485.0,17096.0,920.0,50.0,31690.0
34,Alpes-Maritimes,2014,240.0,14390.0,15456.0,851.0,32.0,30970.0
35,Alpes-Maritimes,2015,318.0,18411.0,14366.0,1073.0,32.0,34202.0
36,Alpes-Maritimes,2016,417.0,20294.0,13007.0,987.0,29.0,34741.0
37,Alpes-Maritimes,2017,528.0,20942.0,12275.0,1630.0,13.0,35391.0
38,Alpes-Maritimes,2018,790.0,22458.0,10196.0,2026.0,36.0,35507.0
39,Alpes-Maritimes,2019,1231.0,25067.0,8992.0,2457.0,24.0,37773.0
40,Alpes-de-Haute-Provence,2010,0.0,1398.0,3597.0,0.0,239.0,5262.0
41,Alpes-de-Haute-Provence,2011,2.0,1347.0,3561.0,0.0,44.0,4982.0
42,Alpes-de-Haute-Provence,2012,5.0,1112.0,3011.0,62.0,5.0,4196.0
43,Alpes-de-Haute-Provence,2013,11.0,1212.0,2577.0,108.0,8.0,3916.0
44,Alpes-de-Haute-Provence,2014,9.0,1389.0,2394.0,87.0,11.0,3890.0
45,Alpes-de-Haute-Provence,2015,30.0,1660.0,2382.0,128.0,6.0,4206.0
46,Alpes-de-Haute-Provence,2016,51.0,2009.0,2227.0,152.0,0.0,4440.0
47,Alpes-de-Haute-Provence,2017,86.0,2285.0,2151.0,245.0,0.0,4768.0
48,Alpes-de-Haute-Provence,2018,91.0,2507.0,1968.0,316.0,10.0,4892.0
49,Alpes-de-Haute-Provence,2019,127.0,2805.0,1711.0,312.0,0.0,4963.0
50,Ardennes,2010,0.0,1852.0,6736.0,0.0,461.0,9072.0
51,Ardennes,2011,2.0,1961.0,6644.0,0.0,75.0,8720.0
52,Ardennes,2012,24.0,1697.0,5429.0,61.0,15.0,7226.0
53,Ardennes,2013,12.0,1796.0,4558.0,116.0,17.0,6499.0
54,Ardennes,2014,24.0,1849.0,4312.0,90.0,0.0,6279.0
55,Ardennes,2015,47.0,2379.0,4139.0,130.0,5.0,6700.0
56,Ardennes,2016,75.0,2871.0,3808.0,132.0,0.0,6886.0
57,Ardennes,2017,51.0,3160.0,3628.0,247.0,6.0,7092.0
58,Ardennes,2018,143.0,3732.0,3020.0,313.0,11.0,7220.0
59,Ardennes,2019,114.0,4107.0,2818.0,307.0,9.0,7356.0
60,Ardèche,2010,0.0,2310.0,6212.0,0.0,433.0,8981.0
61,Ardèche,2011,2.0,2328.0,5891.0,0.0,70.0,8325.0
62,Ardèche,2012,20.0,1960.0,4582.0,93.0,15.0,6670.0
63,Ardèche,2013,31.0,2338.0,3906.0,119.0,16.0,6410.0
64,Ardèche,2014,28.0,2610.0,3618.0,85.0,14.0,6355.0
65,Ardèche,2015,93.0,3148.0,3287.0,139.0,2.0,6669.0
66,Ardèche,2016,144.0,3668.0,2933.0,137.0,0.0,6883.0
67,Ardèche,2017,152.0,4005.0,2762.0,238.0,4.0,7161.0
68,Ardèche,2018,159.0,4722.0,2367.0,278.0,7.0,7533.0
69,Ardèche,2019,157.0,4649.0,2175.0,340.0,12.0,7333.0
70,Ariège,2010,0.0,916.0,3338.0,0.0,224.0,4497.0
71,Ariège,2011,1.0,901.0,3525.0,0.0,28.0,4470.0
72,Ariège,2012,13.0,702.0,3363.0,43.0,6.0,4128.0
73,Ariège,2013,11.0,895.0,3055.0,66.0,7.0,4034.0
74,Ariège,2014,15.0,1095.0,3124.0,47.0,7.0,4288.0
75,Ariège,2015,35.0,1428.0,3002.0,64.0,0.0,4530.0
76,Ariège,2016,36.0,1609.0,2961.0,111.0,0.0,4719.0
77,Ariège,2017,45.0,1756.0,1886.0,157.0,2.0,3846.0
78,Ariège,2018,64.0,2146.0,1602.0,175.0,0.0,3992.0
79,Ariège,2019,75.0,2249.0,1536.0,185.0,0.0,4047.0
80,Aube,2010,0.0,2131.0,6468.0,0.0,247.0,8875.0
81,Aube,2011,2.0,2171.0,6330.0,0.0,53.0,8589.0
82,Aube,2012,12.0,1839.0,5302.0,103.0,6.0,7263.0
83,Aube,2013,23.0,1983.0,4629.0,172.0,7.0,6814.0
84,Aube,2014,29.0,2131.0,4119.0,120.0,6.0,6406.0
85,Aube,2015,57.0,2541.0,3978.0,191.0,2.0,6769.0
86,Aube,2016,83.0,2864.0,3763.0,210.0,0.0,6921.0
87,Aube,2017,73.0,3530.0,3543.0,336.0,6.0,7489.0
88,Aube,2018,93.0,4303.0,3292.0,395.0,0.0,8085.0
89,Aube,2019,148.0,4135.0,2711.0,389.0,3.0,7386.0
90,Aude,2010,0.0,2551.0,7975.0,0.0,367.0,10932.0
91,Aude,2011,8.0,2570.0,8051.0,0.0,0.0,10715.0
92,Aude,2012,11.0,2336.0,6773.0,105.0,6.0,9234.0
93,Aude,2013,22.0,2321.0,5582.0,204.0,10.0,8139.0
94,Aude,2014,35.0,2660.0,5438.0,154.0,0.0,8298.0
95,Aude,2015,62.0,3502.0,5135.0,217.0,12.0,8928.0
96,Aude,2016,88.0,4040.0,4978.0,207.0,2.0,9315.0
97,Aude,2017,99.0,4717.0,4666.0,394.0,0.0,9876.0
98,Aude,2018,124.0,6164.0,4002.0,573.0,6.0,10869.0
99,Aude,2019,226.0,6253.0,3822.0,684.0,4.0,10989.0
100,Aveyron,2010,0.0,1545.0,5639.0,0.0,0.0,7475.0
101,Aveyron,2011,3.0,1515.0,5221.0,0.0,54.0,6812.0
102,Aveyron,2012,21.0,1235.0,4508.0,73.0,8.0,5845.0
103,Aveyron,2013,9.0,1486.0,4193.0,126.0,6.0,5820.0
104,Aveyron,2014,23.0,1663.0,3869.0,101.0,6.0,5662.0
105,Aveyron,2015,49.0,2155.0,3762.0,144.0,1.0,6111.0
106,Aveyron,2016,68.0,2550.0,3692.0,138.0,0.0,6448.0
107,Aveyron,2017,89.0,2831.0,3329.0,252.0,0.0,6503.0
108,Aveyron,2018,90.0,3446.0,3049.0,280.0,6.0,6871.0
109,Aveyron,2019,131.0,3548.0,2931.0,313.0,4.0,6927.0
110,Bas-Rhin,2010,1.0,9680.0,24354.0,0.0,1043.0,35313.0
111,Bas-Rhin,2011,41.0,9525.0,24395.0,0.0,167.0,34379.0
112,Bas-Rhin,2012,123.0,7897.0,20255.0,465.0,26.0,28772.0
113,Bas-Rhin,2013,358.0,8611.0,17605.0,950.0,37.0,27566.0
114,Bas-Rhin,2014,178.0,9328.0,16704.0,850.0,28.0,27090.0
115,Bas-Rhin,2015,253.0,11375.0,16971.0,1052.0,17.0,29677.0
116,Bas-Rhin,2016,405.0,13741.0,17603.0,1096.0,6.0,32854.0
117,Bas-Rhin,2017,531.0,16673.0,16881.0,1546.0,11.0,35645.0
118,Bas-Rhin,2018,561.0,19638.0,14505.0,1865.0,37.0,36616.0
119,Bas-Rhin,2019,828.0,21722.0,14995.0,2457.0,32.0,40043.0
120,Bouches-du-Rhône,2010,1.0,19216.0,44294.0,0.0,2488.0,66328.0
121,Bouches-du-Rhône,2011,29.0,19013.0,43786.0,0.0,368.0,63596.0
122,Bouches-du-Rhône,2012,163.0,16313.0,37037.0,636.0,57.0,54246.0
123,Bouches-du-Rhône,2013,303.0,17716.0,32426.0,1120.0,54.0,51643.0
124,Bouches-du-Rhône,2014,289.0,19225.0,30916.0,1015.0,49.0,51517.0
125,Bouches-du-Rhône,2015,455.0,23609.0,28691.0,1405.0,31.0,54201.0
126,Bouches-du-Rhône,2016,623.0,26995.0,27581.0,1408.0,7.0,56645.0
127,Bouches-du-Rhône,2017,774.0,29428.0,26833.0,2315.0,27.0,59394.0
128,Bouches-du-Rhône,2018,1082.0,33162.0,21926.0,3194.0,39.0,59412.0
129,Bouches-du-Rhône,2019,2313.0,36442.0,19162.0,3660.0,29.0,61626.0
130,Calvados,2010,0.0,5819.0,15373.0,0.0,1058.0,22340.0
131,Calvados,2011,13.0,6178.0,15228.0,0.0,86.0,21651.0
132,Calvados,2012,33.0,5000.0,13550.0,326.0,19.0,18928.0
133,Calvados,2013,51.0,5585.0,11820.0,501.0,22.0,17979.0
134,Calvados,2014,80.0,5945.0,11061.0,471.0,16.0,17573.0
135,Calvados,2015,124.0,7709.0,10601.0,619.0,15.0,19070.0
136,Calvados,2016,223.0,9159.0,10558.0,615.0,2.0,20557.0
137,Calvados,2017,221.0,11185.0,9957.0,881.0,5.0,22249.0
138,Calvados,2018,258.0,13811.0,7971.0,1208.0,28.0,23276.0
139,Calvados,2019,388.0,14015.0,7913.0,1234.0,12.0,23562.0
140,Cantal,2010,0.0,976.0,3322.0,0.0,174.0,4488.0
141,Cantal,2011,2.0,1036.0,3256.0,0.0,0.0,4329.0
142,Cantal,2012,0.0,842.0,2727.0,43.0,7.0,3620.0
143,Cantal,2013,12.0,958.0,2397.0,84.0,7.0,3458.0
144,Cantal,2014,12.0,1157.0,2358.0,53.0,0.0,3581.0
145,Cantal,2015,18.0,1438.0,2130.0,77.0,0.0,3664.0
146,Cantal,2016,34.0,1680.0,1991.0,107.0,2.0,3814.0
147,Cantal,2017,29.0,1907.0,1945.0,139.0,2.0,4022.0
148,Cantal,2018,52.0,2429.0,1536.0,165.0,0.0,4183.0
149,Cantal,2019,54.0,2420.0,1546.0,204.0,3.0,4227.0
150,Charente,2010,0.0,2052.0,6828.0,0.0,0.0,9319.0
151,Charente,2011,14.0,2044.0,6700.0,0.0,0.0,8886.0
152,Charente,2012,49.0,1669.0,5910.0,138.0,0.0,7780.0
153,Charente,2013,29.0,1839.0,5112.0,207.0,10.0,7197.0
154,Charente,2014,56.0,2174.0,4820.0,165.0,17.0,7233.0
155,Charente,2015,79.0,2918.0,4961.0,203.0,0.0,8162.0
156,Charente,2016,106.0,3551.0,4659.0,211.0,0.0,8527.0
157,Charente,2017,114.0,3992.0,4279.0,363.0,5.0,8753.0
158,Charente,2018,158.0,5127.0,3521.0,487.0,14.0,9307.0
159,Charente,2019,211.0,5371.0,3473.0,534.0,5.0,9594.0
160,Charente-Maritime,2010,0.0,5197.0,14237.0,0.0,824.0,20368.0
161,Charente-Maritime,2011,42.0,5068.0,13764.0,0.0,155.0,19202.0
162,Charente-Maritime,2012,53.0,4195.0,11852.0,284.0,16.0,16402.0
163,Charente-Maritime,2013,97.0,4733.0,10520.0,510.0,27.0,15888.0
164,Charente-Maritime,2014,74.0,5661.0,9730.0,458.0,25.0,15948.0
165,Charente-Maritime,2015,180.0,7383.0,9443.0,634.0,24.0,17665.0
166,Charente-Maritime,2016,225.0,8579.0,9024.0,677.0,0.0,18507.0
167,Charente-Maritime,2017,225.0,9945.0,8483.0,870.0,12.0,19535.0
168,Charente-Maritime,2018,334.0,12683.0,7408.0,1343.0,29.0,21797.0
169,Charente-Maritime,2019,449.0,13582.0,7111.0,1417.0,19.0,22578.0
170,Cher,2010,0.0,2250.0,6375.0,0.0,0.0,8861.0
171,Cher,2011,6.0,2101.0,6133.0,0.0,0.0,8313.0
172,Cher,2012,9.0,1796.0,5444.0,90.0,0.0,7347.0
173,Cher,2013,31.0,1876.0,4447.0,130.0,9.0,6495.0
174,Cher,2014,48.0,2072.0,4197.0,150.0,8.0,6476.0
175,Cher,2015,78.0,2762.0,4094.0,221.0,7.0,7162.0
176,Cher,2016,79.0,3152.0,3793.0,182.0,0.0,7207.0
177,Cher,2017,73.0,3439.0,3420.0,230.0,0.0,7163.0
178,Cher,2018,87.0,4180.0,3126.0,372.0,7.0,7772.0
179,Cher,2019,143.0,4347.0,2655.0,396.0,0.0,7543.0
180,Corrèze,2010,0.0,1944.0,6148.0,0.0,275.0,8395.0
181,Corrèze,2011,5.0,1862.0,6199.0,0.0,54.0,8151.0
182,Corrèze,2012,18.0,1593.0,5444.0,73.0,8.0,7136.0
183,Corrèze,2013,19.0,1740.0,4934.0,123.0,15.0,6831.0
184,Corrèze,2014,27.0,2224.0,4815.0,121.0,10.0,7197.0
185,Corrèze,2015,63.0,3057.0,4442.0,151.0,6.0,7719.0
186,Corrèze,2016,63.0,3671.0,4490.0,150.0,0.0,8375.0
187,Corrèze,2017,78.0,4396.0,4016.0,215.0,6.0,8711.0
188,Corrèze,2018,102.0,4536.0,3147.0,288.0,9.0,8083.0
189,Corrèze,2019,120.0,4353.0,2969.0,325.0,14.0,7781.0
190,Corse-du-Sud,2010,0.0,4038.0,6501.0,0.0,108.0,10661.0
191,Corse-du-Sud,2011,4.0,3811.0,7394.0,0.0,31.0,11253.0
192,Corse-du-Sud,2012,3.0,2972.0,7557.0,47.0,2.0,10582.0
193,Corse-du-Sud,2013,12.0,3090.0,7019.0,63.0,8.0,10192.0
194,Corse-du-Sud,2014,21.0,3342.0,6854.0,45.0,2.0,10264.0
195,Corse-du-Sud,2015,20.0,4848.0,5947.0,182.0,0.0,10997.0
196,Corse-du-Sud,2016,26.0,6331.0,5775.0,106.0,0.0,12238.0
197,Corse-du-Sud,2017,48.0,8010.0,5505.0,247.0,0.0,13811.0
198,Corse-du-Sud,2018,70.0,9903.0,4275.0,340.0,0.0,14589.0
199,Corse-du-Sud,2019,86.0,10157.0,3940.0,396.0,7.0,14586.0
200,Creuse,2010,0.0,616.0,2550.0,0.0,139.0,3316.0
201,Creuse,2011,1.0,647.0,2288.0,0.0,0.0,2971.0
202,Creuse,2012,3.0,507.0,1918.0,35.0,3.0,2466.0
203,Creuse,2013,7.0,503.0,1673.0,45.0,5.0,2233.0
204,Creuse,2014,12.0,657.0,1783.0,37.0,0.0,2493.0
205,Creuse,2015,17.0,798.0,1571.0,56.0,3.0,2445.0
206,Creuse,2016,19.0,941.0,1455.0,50.0,0.0,2465.0
207,Creuse,2017,41.0,1101.0,1351.0,70.0,0.0,2565.0
208,Creuse,2018,29.0,1435.0,1245.0,114.0,0.0,2825.0
209,Creuse,2019,40.0,1460.0,1093.0,107.0,6.0,2706.0
210,Côte-d'Or,2010,0.0,4332.0,12303.0,0.0,609.0,17322.0
211,Côte-d'Or,2011,14.0,4335.0,11931.0,0.0,60.0,16453.0
212,Côte-d'Or,2012,39.0,3664.0,9510.0,214.0,13.0,13440.0
213,Côte-d'Or,2013,51.0,4069.0,8635.0,418.0,29.0,13202.0
214,Côte-d'Or,2014,77.0,4387.0,8269.0,310.0,20.0,13063.0
215,Côte-d'Or,2015,136.0,5562.0,7491.0,477.0,8.0,13674.0
216,Côte-d'Or,2016,156.0,6281.0,7288.0,426.0,3.0,14155.0
217,Côte-d'Or,2017,88.0,7186.0,6907.0,603.0,5.0,14789.0
218,Côte-d'Or,2018,181.0,8243.0,6264.0,784.0,14.0,15486.0
219,Côte-d'Or,2019,248.0,8857.0,5917.0,942.0,12.0,15976.0
220,Côtes-d'Armor,2010,0.0,4469.0,12701.0,0.0,0.0,17934.0
221,Côtes-d'Armor,2011,10.0,4555.0,12256.0,0.0,0.0,16969.0
222,Côtes-d'Armor,2012,17.0,3506.0,9932.0,147.0,15.0,13619.0
223,Côtes-d'Armor,2013,75.0,4252.0,8777.0,269.0,22.0,13401.0
224,Côtes-d'Armor,2014,59.0,4829.0,8222.0,223.0,21.0,13354.0
225,Côtes-d'Armor,2015,106.0,5984.0,7557.0,303.0,18.0,13970.0
226,Côtes-d'Armor,2016,172.0,7214.0,7211.0,414.0,4.0,15016.0
227,Côtes-d'Armor,2017,207.0,8218.0,6905.0,554.0,5.0,15890.0
228,Côtes-d'Armor,2018,228.0,10371.0,5661.0,691.0,13.0,16964.0
229,Côtes-d'Armor,2019,274.0,10339.0,5584.0,825.0,20.0,17046.0
230,Deux-Sèvres,2010,0.0,1915.0,6873.0,0.0,363.0,9196.0
231,Deux-Sèvres,2011,78.0,1916.0,7003.0,0.0,0.0,9105.0
232,Deux-Sèvres,2012,190.0,1561.0,5813.0,108.0,0.0,7683.0
233,Deux-Sèvres,2013,91.0,1731.0,5464.0,176.0,9.0,7475.0
234,Deux-Sèvres,2014,37.0,2096.0,5222.0,179.0,12.0,7546.0
235,Deux-Sèvres,2015,65.0,2500.0,4764.0,188.0,5.0,7522.0
236,Deux-Sèvres,2016,111.0,2990.0,4397.0,235.0,2.0,7761.0
237,Deux-Sèvres,2017,105.0,3284.0,4278.0,339.0,0.0,8007.0
238,Deux-Sèvres,2018,131.0,4411.0,3626.0,405.0,6.0,8579.0
239,Deux-Sèvres,2019,123.0,4130.0,3411.0,437.0,12.0,8113.0
240,Dordogne,2010,0.0,2645.0,8262.0,0.0,521.0,11490.0
241,Dordogne,2011,5.0,2607.0,8145.0,0.0,88.0,10917.0
242,Dordogne,2012,9.0,2084.0,7133.0,151.0,13.0,9390.0
243,Dordogne,2013,34.0,2418.0,6221.0,229.0,21.0,8923.0
244,Dordogne,2014,44.0,2845.0,6083.0,163.0,16.0,9151.0
245,Dordogne,2015,92.0,3651.0,5889.0,244.0,9.0,9885.0
246,Dordogne,2016,116.0,4477.0,5488.0,256.0,2.0,10339.0
247,Dordogne,2017,164.0,5273.0,5205.0,452.0,6.0,11100.0
248,Dordogne,2018,195.0,6589.0,4330.0,514.0,12.0,11640.0
249,Dordogne,2019,217.0,6583.0,3962.0,628.0,29.0,11421.0
250,Doubs,2010,1.0,6874.0,21837.0,0.0,552.0,29317.0
251,Doubs,2011,15.0,6590.0,21602.0,0.0,135.0,28866.0
252,Doubs,2012,72.0,5448.0,19164.0,599.0,17.0,25300.0
253,Doubs,2013,39.0,6233.0,16942.0,884.0,15.0,24113.0
254,Doubs,2014,63.0,6930.0,16154.0,518.0,12.0,23677.0
255,Doubs,2015,122.0,8729.0,14510.0,848.0,8.0,24218.0
256,Doubs,2016,130.0,10143.0,12720.0,443.0,0.0,23449.0
257,Doubs,2017,152.0,10876.0,9853.0,431.0,7.0,21320.0
258,Doubs,2018,204.0,12003.0,7630.0,645.0,26.0,20509.0
259,Doubs,2019,287.0,12626.0,6765.0,959.0,17.0,20654.0
260,Drôme,2010,0.0,3942.0,11162.0,0.0,685.0,15851.0
261,Drôme,2011,17.0,4140.0,11256.0,0.0,118.0,15618.0
262,Drôme,2012,44.0,3350.0,9121.0,225.0,23.0,12765.0
263,Drôme,2013,58.0,4017.0,8080.0,297.0,21.0,12474.0
264,Drôme,2014,87.0,4405.0,7713.0,274.0,13.0,12492.0
265,Drôme,2015,185.0,5423.0,6885.0,365.0,12.0,12870.0
266,Drôme,2016,222.0,6163.0,6534.0,374.0,4.0,13297.0
267,Drôme,2017,268.0,6988.0,6498.0,539.0,15.0,14314.0
268,Drôme,2018,282.0,8281.0,5464.0,682.0,11.0,14721.0
269,Drôme,2019,313.0,8506.0,5005.0,837.0,12.0,14673.0
270,Essonne,2010,1.0,12005.0,27291.0,0.0,1614.0,41172.0
271,Essonne,2011,17.0,12474.0,27841.0,0.0,251.0,40954.0
272,Essonne,2012,83.0,10238.0,23798.0,734.0,25.0,34879.0
273,Essonne,2013,162.0,11605.0,19451.0,1251.0,58.0,32527.0
274,Essonne,2014,203.0,12340.0,19405.0,1106.0,36.0,33090.0
275,Essonne,2015,413.0,15441.0,18287.0,1773.0,39.0,35953.0
276,Essonne,2016,440.0,16997.0,16995.0,1609.0,7.0,36049.0
277,Essonne,2017,575.0,18767.0,15374.0,2234.0,18.0,36974.0
278,Essonne,2018,623.0,21900.0,13243.0,2700.0,38.0,38504.0
279,Essonne,2019,875.0,22806.0,11272.0,3018.0,49.0,38021.0
280,Eure,2010,0.0,4163.0,13623.0,0.0,671.0,18502.0
281,Eure,2011,7.0,4115.0,13609.0,0.0,79.0,17867.0
282,Eure,2012,84.0,3432.0,11443.0,170.0,14.0,15144.0
283,Eure,2013,49.0,3894.0,9989.0,247.0,30.0,14209.0
284,Eure,2014,98.0,4257.0,9148.0,230.0,21.0,13754.0
285,Eure,2015,164.0,5549.0,8633.0,335.0,10.0,14691.0
286,Eure,2016,191.0,6366.0,7975.0,319.0,0.0,14854.0
287,Eure,2017,216.0,7832.0,7619.0,497.0,2.0,16166.0
288,Eure,2018,249.0,9515.0,6805.0,674.0,13.0,17256.0
289,Eure,2019,318.0,9574.0,5961.0,746.0,18.0,16617.0
290,Eure-et-Loir,2010,0.0,3257.0,10617.0,0.0,618.0,14545.0
291,Eure-et-Loir,2011,3.0,3442.0,10775.0,0.0,0.0,14384.0
292,Eure-et-Loir,2012,29.0,3071.0,9327.0,176.0,12.0,12616.0
293,Eure-et-Loir,2013,53.0,3467.0,8253.0,252.0,14.0,12039.0
294,Eure-et-Loir,2014,83.0,3828.0,7638.0,233.0,18.0,11800.0
295,Eure-et-Loir,2015,118.0,4512.0,7184.0,291.0,7.0,12112.0
296,Eure-et-Loir,2016,161.0,5349.0,7100.0,345.0,0.0,12958.0
297,Eure-et-Loir,2017,177.0,6399.0,6547.0,470.0,5.0,13599.0
298,Eure-et-Loir,2018,207.0,7347.0,5918.0,629.0,11.0,14112.0
299,Eure-et-Loir,2019,308.0,7974.0,5261.0,785.0,6.0,14334.0
300,Finistère,2010,0.0,7843.0,20236.0,0.0,0.0,29145.0
301,Finistère,2011,5.0,7882.0,18514.0,0.0,135.0,26687.0
302,Finistère,2012,28.0,5931.0,15255.0,239.0,27.0,21480.0
303,Finistère,2013,75.0,7208.0,13416.0,388.0,29.0,21118.0
304,Finistère,2014,85.0,8332.0,12521.0,371.0,37.0,21349.0
305,Finistère,2015,150.0,10162.0,11201.0,508.0,19.0,22040.0
306,Finistère,2016,234.0,11436.0,10540.0,586.0,5.0,22802.0
307,Finistère,2017,284.0,13061.0,9546.0,846.0,7.0,23746.0
308,Finistère,2018,304.0,15743.0,7947.0,1276.0,34.0,25304.0
309,Finistère,2019,395.0,15520.0,7581.0,1282.0,25.0,24803.0
310,Gard,2010,0.0,5654.0,15589.0,0.0,782.0,22114.0
311,Gard,2011,9.0,5764.0,15442.0,0.0,0.0,21455.0
312,Gard,2012,38.0,5208.0,12621.0,229.0,32.0,18130.0
313,Gard,2013,89.0,5698.0,11197.0,423.0,28.0,17435.0
314,Gard,2014,92.0,6388.0,10566.0,325.0,18.0,17389.0
315,Gard,2015,170.0,7946.0,9649.0,484.0,9.0,18258.0
316,Gard,2016,205.0,9523.0,8980.0,458.0,2.0,19175.0
317,Gard,2017,282.0,11083.0,8561.0,866.0,6.0,20798.0
318,Gard,2018,327.0,11931.0,6945.0,1189.0,18.0,20410.0
319,Gard,2019,445.0,13170.0,6263.0,1224.0,19.0,21121.0
320,Gers,2010,0.0,1101.0,4398.0,0.0,241.0,5766.0
321,Gers,2011,3.0,1104.0,4128.0,0.0,27.0,5282.0
322,Gers,2012,9.0,892.0,3535.0,65.0,0.0,4509.0
323,Gers,2013,19.0,1065.0,3193.0,123.0,3.0,4403.0
324,Gers,2014,20.0,1111.0,3027.0,109.0,6.0,4288.0
325,Gers,2015,35.0,1466.0,2921.0,135.0,2.0,4565.0
326,Gers,2016,56.0,1799.0,2693.0,187.0,0.0,4742.0
327,Gers,2017,82.0,2031.0,2483.0,212.0,8.0,4828.0
