,Départements,Année,Electricité,Essence,Gazole,Hybride,GPL,Total
645,Meuse,2015,32.0,1533.0,2460.0,72.0,2.0,4099.0
646,Meuse,2016,37.0,1736.0,2389.0,101.0,0.0,4265.0
647,Meuse,2017,55.0,2018.0,2185.0,161.0,0.0,4420.0
648,Meuse,2018,63.0,2502.0,1930.0,209.0,0.0,4707.0
649,Meuse,2019,82.0,2390.0,1818.0,223.0,3.0,4516.0
650,Morbihan,2010,0.0,5759.0,15195.0,0.0,807.0,21851.0
651,Morbihan,2011,9.0,5757.0,14852.0,0.0,134.0,20885.0
652,Morbihan,2012,20.0,4896.0,12357.0,258.0,20.0,17551.0
653,Morbihan,2013,83.0,5768.0,10823.0,413.0,28.0,17133.0
654,Morbihan,2014,84.0,6520.0,10174.0,382.0,17.0,17181.0
655,Morbihan,2015,115.0,8055.0,9500.0,505.0,10.0,18188.0
656,Morbihan,2016,236.0,9098.0,8687.0,611.0,0.0,18635.0
657,Morbihan,2017,265.0,10795.0,8217.0,917.0,10.0,20206.0
658,Morbihan,2018,246.0,13014.0,6918.0,1324.0,26.0,21531.0
659,Morbihan,2019,355.0,12771.0,6635.0,1287.0,14.0,21074.0
660,Moselle,2010,2.0,9076.0,25774.0,0.0,0.0,35934.0
661,Moselle,2011,41.0,9297.0,25816.0,0.0,162.0,35475.0
662,Moselle,2012,82.0,7963.0,20369.0,372.0,17.0,28810.0
663,Moselle,2013,113.0,8700.0,16618.0,620.0,27.0,26083.0
664,Moselle,2014,116.0,9720.0,15770.0,476.0,39.0,26126.0
665,Moselle,2015,214.0,11793.0,14893.0,639.0,31.0,27571.0
666,Moselle,2016,219.0,14321.0,14323.0,613.0,4.0,29480.0
667,Moselle,2017,278.0,15576.0,13843.0,908.0,6.0,30612.0
668,Moselle,2018,335.0,18082.0,12287.0,1292.0,23.0,32020.0
669,Moselle,2019,474.0,18279.0,11240.0,1474.0,25.0,31498.0
670,Nièvre,2010,0.0,1669.0,5084.0,0.0,231.0,7006.0
671,Nièvre,2011,5.0,1634.0,4783.0,0.0,25.0,6474.0
672,Nièvre,2012,5.0,1316.0,4250.0,45.0,7.0,5625.0
673,Nièvre,2013,15.0,1431.0,3502.0,111.0,10.0,5069.0
674,Nièvre,2014,12.0,1641.0,3382.0,97.0,5.0,5137.0
675,Nièvre,2015,26.0,2019.0,3024.0,143.0,6.0,5218.0
676,Nièvre,2016,42.0,2254.0,2801.0,120.0,0.0,5218.0
677,Nièvre,2017,41.0,2483.0,2583.0,187.0,0.0,5295.0
678,Nièvre,2018,53.0,2842.0,2309.0,252.0,0.0,5456.0
679,Nièvre,2019,80.0,3032.0,2213.0,255.0,2.0,5583.0
680,Nord,2010,9.0,19796.0,60589.0,0.0,5509.0,86239.0
681,Nord,2011,143.0,20911.0,59112.0,0.0,877.0,81496.0
682,Nord,2012,100.0,17693.0,49785.0,1044.0,147.0,68783.0
683,Nord,2013,243.0,19376.0,43805.0,1889.0,225.0,65552.0
684,Nord,2014,265.0,21069.0,40060.0,1511.0,189.0,63100.0
685,Nord,2015,512.0,25980.0,38097.0,2159.0,133.0,66892.0
686,Nord,2016,639.0,30641.0,35453.0,2116.0,58.0,68916.0
687,Nord,2017,708.0,35545.0,33974.0,3090.0,143.0,73469.0
688,Nord,2018,855.0,43550.0,28758.0,4142.0,240.0,77568.0
689,Nord,2019,1304.0,52977.0,28070.0,4817.0,227.0,87405.0
690,Oise,2010,0.0,31434.0,99695.0,0.0,976.0,132213.0
691,Oise,2011,279.0,29822.0,99763.0,0.0,115.0,130253.0
692,Oise,2012,29.0,20967.0,93326.0,578.0,18.0,114920.0
693,Oise,2013,68.0,20802.0,74075.0,1020.0,47.0,96015.0
694,Oise,2014,107.0,27609.0,77349.0,1956.0,25.0,107046.0
695,Oise,2015,167.0,37568.0,81313.0,3535.0,19.0,122605.0
696,Oise,2016,231.0,49659.0,78008.0,3208.0,2.0,131109.0
697,Oise,2017,233.0,58649.0,74071.0,2895.0,12.0,135860.0
698,Oise,2018,449.0,72796.0,53653.0,3769.0,17.0,130686.0
699,Oise,2019,632.0,82056.0,39519.0,5763.0,20.0,127990.0
700,Orne,2010,0.0,1738.0,5940.0,0.0,0.0,8042.0
701,Orne,2011,7.0,1779.0,5653.0,0.0,0.0,7540.0
702,Orne,2012,7.0,1470.0,4862.0,111.0,7.0,6459.0
703,Orne,2013,30.0,1613.0,4689.0,174.0,10.0,6516.0
704,Orne,2014,48.0,1895.0,4432.0,137.0,6.0,6518.0
705,Orne,2015,56.0,2542.0,4012.0,188.0,0.0,6803.0
706,Orne,2016,87.0,2826.0,3878.0,183.0,0.0,6974.0
707,Orne,2017,96.0,3238.0,3782.0,272.0,6.0,7394.0
708,Orne,2018,135.0,3908.0,3092.0,316.0,9.0,7460.0
709,Orne,2019,102.0,3836.0,3069.0,334.0,0.0,7356.0
710,Paris,2010,4.0,16666.0,33919.0,0.0,0.0,51979.0
711,Paris,2011,31.0,17366.0,36879.0,0.0,164.0,55273.0
712,Paris,2012,143.0,14497.0,35312.0,1354.0,13.0,51323.0
713,Paris,2013,660.0,14761.0,31671.0,2317.0,22.0,49432.0
714,Paris,2014,542.0,15987.0,29266.0,2330.0,23.0,48149.0
715,Paris,2015,561.0,19204.0,30134.0,3570.0,12.0,53488.0
716,Paris,2016,704.0,24445.0,29680.0,3333.0,0.0,58169.0
717,Paris,2017,1266.0,22984.0,25243.0,4317.0,14.0,53845.0
718,Paris,2018,1599.0,23970.0,20927.0,4628.0,36.0,51189.0
719,Paris,2019,2564.0,31577.0,15652.0,5875.0,22.0,55721.0
720,Pas-de-Calais,2010,1.0,10839.0,35996.0,0.0,2469.0,49431.0
721,Pas-de-Calais,2011,19.0,10837.0,34149.0,0.0,329.0,45514.0
722,Pas-de-Calais,2012,46.0,9270.0,28858.0,400.0,53.0,38635.0
723,Pas-de-Calais,2013,122.0,10408.0,25178.0,628.0,81.0,36422.0
724,Pas-de-Calais,2014,194.0,11317.0,22999.0,641.0,88.0,35241.0
725,Pas-de-Calais,2015,264.0,14282.0,20910.0,772.0,43.0,36271.0
726,Pas-de-Calais,2016,338.0,17168.0,20227.0,742.0,10.0,38488.0
727,Pas-de-Calais,2017,358.0,20232.0,18482.0,1157.0,20.0,40250.0
728,Pas-de-Calais,2018,428.0,25229.0,15475.0,1620.0,66.0,42818.0
729,Pas-de-Calais,2019,503.0,25315.0,13920.0,1895.0,62.0,41695.0
730,Puy-de-Dôme,2010,0.0,4748.0,13641.0,0.0,797.0,19259.0
731,Puy-de-Dôme,2011,9.0,4815.0,13821.0,0.0,140.0,18895.0
732,Puy-de-Dôme,2012,23.0,4287.0,11293.0,201.0,34.0,15839.0
733,Puy-de-Dôme,2013,59.0,4946.0,10088.0,375.0,32.0,15500.0
734,Puy-de-Dôme,2014,76.0,5521.0,9770.0,331.0,20.0,15718.0
735,Puy-de-Dôme,2015,164.0,6968.0,8836.0,407.0,20.0,16396.0
736,Puy-de-Dôme,2016,194.0,7683.0,8274.0,394.0,0.0,16547.0
737,Puy-de-Dôme,2017,199.0,9026.0,7964.0,657.0,7.0,17853.0
738,Puy-de-Dôme,2018,257.0,10531.0,6936.0,864.0,10.0,18598.0
739,Puy-de-Dôme,2019,351.0,10747.0,6214.0,917.0,14.0,18243.0
740,Pyrénées-Atlantiques,2010,0.0,6120.0,15362.0,0.0,877.0,22456.0
741,Pyrénées-Atlantiques,2011,11.0,6341.0,15459.0,0.0,0.0,22090.0
742,Pyrénées-Atlantiques,2012,38.0,5566.0,13038.0,294.0,21.0,18957.0
743,Pyrénées-Atlantiques,2013,78.0,6208.0,11495.0,556.0,32.0,18370.0
744,Pyrénées-Atlantiques,2014,81.0,7143.0,11207.0,546.0,15.0,18992.0
745,Pyrénées-Atlantiques,2015,164.0,8809.0,10124.0,658.0,23.0,19778.0
746,Pyrénées-Atlantiques,2016,253.0,10062.0,9588.0,667.0,0.0,20570.0
747,Pyrénées-Atlantiques,2017,222.0,11270.0,8792.0,953.0,9.0,21246.0
748,Pyrénées-Atlantiques,2018,260.0,13276.0,7218.0,1267.0,19.0,22044.0
749,Pyrénées-Atlantiques,2019,361.0,13660.0,6759.0,1422.0,17.0,22219.0
750,Pyrénées-Orientales,2010,0.0,4373.0,9646.0,0.0,323.0,14394.0
751,Pyrénées-Orientales,2011,12.0,4086.0,10073.0,0.0,56.0,14307.0
752,Pyrénées-Orientales,2012,23.0,3548.0,8399.0,154.0,13.0,12139.0
753,Pyrénées-Orientales,2013,32.0,3809.0,6793.0,222.0,15.0,10871.0
754,Pyrénées-Orientales,2014,51.0,3982.0,6723.0,219.0,11.0,10986.0
755,Pyrénées-Orientales,2015,84.0,5368.0,6683.0,263.0,4.0,12402.0
756,Pyrénées-Orientales,2016,116.0,6185.0,6355.0,291.0,0.0,12948.0
757,Pyrénées-Orientales,2017,124.0,7376.0,7066.0,516.0,2.0,15086.0
758,Pyrénées-Orientales,2018,162.0,8996.0,6091.0,677.0,5.0,15931.0
759,Pyrénées-Orientales,2019,241.0,9765.0,5242.0,819.0,1.0,16068.0
760,Rhône,2010,3.0,15314.0,40106.0,0.0,0.0,57583.0
761,Rhône,2011,60.0,16187.0,41859.0,0.0,331.0,58771.0
762,Rhône,2012,74.0,13333.0,35736.0,758.0,70.0,49976.0
763,Rhône,2013,270.0,14862.0,31531.0,1382.0,85.0,48140.0
764,Rhône,2014,413.0,15587.0,30838.0,1264.0,62.0,48165.0
765,Rhône,2015,458.0,19257.0,28861.0,1640.0,45.0,50281.0
766,Rhône,2016,677.0,22257.0,29689.0,1467.0,9.0,54107.0
767,Rhône,2017,908.0,25786.0,32338.0,2180.0,49.0,61280.0
768,Rhône,2018,999.0,28686.0,27812.0,2897.0,114.0,60517.0
769,Rhône,2019,1616.0,32559.0,26270.0,3595.0,90.0,64149.0
770,Sarthe,2010,0.0,4508.0,11142.0,0.0,0.0,16670.0
771,Sarthe,2011,6.0,4043.0,11859.0,0.0,0.0,16128.0
772,Sarthe,2012,34.0,3364.0,9091.0,189.0,12.0,12691.0
773,Sarthe,2013,49.0,3811.0,7781.0,327.0,40.0,12008.0
774,Sarthe,2014,63.0,4184.0,7164.0,296.0,29.0,11737.0
775,Sarthe,2015,141.0,5080.0,6854.0,330.0,9.0,12414.0
776,Sarthe,2016,145.0,6271.0,6675.0,390.0,2.0,13483.0
777,Sarthe,2017,162.0,7024.0,6476.0,577.0,12.0,14251.0
778,Sarthe,2018,156.0,8085.0,5580.0,765.0,36.0,14622.0
779,Sarthe,2019,231.0,8703.0,5201.0,885.0,38.0,15060.0
780,Savoie,2010,1.0,3926.0,12119.0,0.0,0.0,16624.0
781,Savoie,2011,6.0,3835.0,12546.0,0.0,81.0,16546.0
782,Savoie,2012,17.0,3583.0,10366.0,191.0,7.0,14165.0
783,Savoie,2013,46.0,4255.0,8938.0,341.0,8.0,13588.0
784,Savoie,2014,64.0,4840.0,8686.0,289.0,17.0,13896.0
785,Savoie,2015,127.0,5770.0,8127.0,316.0,17.0,14357.0
786,Savoie,2016,168.0,6913.0,7816.0,364.0,2.0,15270.0
787,Savoie,2017,213.0,7759.0,7060.0,572.0,5.0,15612.0
788,Savoie,2018,234.0,9345.0,6666.0,940.0,16.0,17202.0
789,Savoie,2019,304.0,9364.0,6064.0,1058.0,14.0,16818.0
790,Saône-et-Loire,2010,0.0,4539.0,11985.0,0.0,709.0,17285.0
791,Saône-et-Loire,2011,5.0,4386.0,11700.0,0.0,0.0,16290.0
792,Saône-et-Loire,2012,16.0,3767.0,9488.0,185.0,19.0,13476.0
793,Saône-et-Loire,2013,53.0,4015.0,8025.0,280.0,24.0,12398.0
794,Saône-et-Loire,2014,57.0,4535.0,7838.0,278.0,14.0,12722.0
795,Saône-et-Loire,2015,93.0,5548.0,7248.0,317.0,11.0,13219.0
796,Saône-et-Loire,2016,145.0,6339.0,6671.0,299.0,4.0,13459.0
797,Saône-et-Loire,2017,157.0,7142.0,6140.0,457.0,5.0,13901.0
798,Saône-et-Loire,2018,149.0,7903.0,5463.0,548.0,15.0,14078.0
799,Saône-et-Loire,2019,249.0,8248.0,5177.0,707.0,9.0,14390.0
800,Seine-Maritime,2010,0.0,18488.0,70399.0,0.0,0.0,90163.0
801,Seine-Maritime,2011,33.0,19477.0,71645.0,0.0,173.0,91486.0
802,Seine-Maritime,2012,74.0,17123.0,63875.0,323.0,18.0,81416.0
803,Seine-Maritime,2013,135.0,17798.0,50389.0,1161.0,38.0,69522.0
804,Seine-Maritime,2014,212.0,20937.0,52920.0,635.0,43.0,74748.0
805,Seine-Maritime,2015,394.0,26808.0,49307.0,1840.0,21.0,78372.0
806,Seine-Maritime,2016,494.0,35833.0,49101.0,1309.0,4.0,86742.0
807,Seine-Maritime,2017,517.0,40686.0,45729.0,1339.0,9.0,88283.0
808,Seine-Maritime,2018,546.0,47399.0,36549.0,1972.0,35.0,86501.0
809,Seine-Maritime,2019,774.0,55099.0,27347.0,3350.0,57.0,86632.0
810,Seine-Saint-Denis,2010,0.0,7552.0,19504.0,0.0,1014.0,28315.0
811,Seine-Saint-Denis,2011,11.0,7712.0,20084.0,0.0,140.0,28204.0
812,Seine-Saint-Denis,2012,25.0,5916.0,17496.0,523.0,26.0,23987.0
813,Seine-Saint-Denis,2013,83.0,7428.0,18814.0,988.0,53.0,27366.0
814,Seine-Saint-Denis,2014,121.0,9797.0,19147.0,1144.0,40.0,30249.0
815,Seine-Saint-Denis,2015,201.0,11542.0,20637.0,1459.0,20.0,33859.0
816,Seine-Saint-Denis,2016,330.0,13684.0,17830.0,1429.0,0.0,33276.0
817,Seine-Saint-Denis,2017,462.0,13190.0,16948.0,1843.0,6.0,32452.0
818,Seine-Saint-Denis,2018,429.0,14694.0,14850.0,2059.0,25.0,32063.0
819,Seine-Saint-Denis,2019,516.0,14685.0,11031.0,2394.0,20.0,28673.0
820,Seine-et-Marne,2010,0.0,11113.0,32065.0,0.0,1936.0,45663.0
821,Seine-et-Marne,2011,27.0,11403.0,32690.0,0.0,321.0,44977.0
822,Seine-et-Marne,2012,47.0,9603.0,28411.0,817.0,31.0,38911.0
823,Seine-et-Marne,2013,110.0,10398.0,24286.0,1347.0,68.0,36209.0
824,Seine-et-Marne,2014,156.0,11351.0,23179.0,1238.0,40.0,35964.0
825,Seine-et-Marne,2015,302.0,14865.0,22949.0,1638.0,30.0,39784.0
826,Seine-et-Marne,2016,418.0,17146.0,21021.0,1652.0,6.0,40249.0
827,Seine-et-Marne,2017,582.0,19953.0,19189.0,2344.0,13.0,42083.0
828,Seine-et-Marne,2018,877.0,23228.0,16897.0,2802.0,37.0,43856.0
829,Seine-et-Marne,2019,859.0,24117.0,14414.0,3245.0,46.0,42742.0
830,Somme,2010,0.0,4247.0,15052.0,0.0,555.0,19899.0
831,Somme,2011,6.0,4380.0,17096.0,0.0,41.0,21570.0
832,Somme,2012,13.0,4228.0,15067.0,155.0,8.0,19471.0
833,Somme,2013,48.0,4738.0,13893.0,244.0,25.0,18948.0
834,Somme,2014,40.0,6263.0,13719.0,249.0,11.0,20282.0
835,Somme,2015,98.0,7188.0,13696.0,401.0,12.0,21395.0
836,Somme,2016,119.0,8420.0,14423.0,405.0,0.0,23368.0
837,Somme,2017,107.0,12377.0,13704.0,577.0,6.0,26771.0
838,Somme,2018,145.0,19141.0,14073.0,916.0,9.0,34284.0
839,Somme,2019,237.0,20651.0,15091.0,941.0,15.0,36938.0
840,Tarn,2010,0.0,2719.0,8833.0,0.0,0.0,12136.0
841,Tarn,2011,4.0,2539.0,8388.0,0.0,98.0,11092.0
842,Tarn,2012,7.0,2031.0,6903.0,124.0,11.0,9076.0
843,Tarn,2013,30.0,2458.0,6212.0,144.0,18.0,8867.0
844,Tarn,2014,40.0,2939.0,6224.0,152.0,16.0,9373.0
845,Tarn,2015,86.0,3690.0,5782.0,224.0,10.0,9792.0
846,Tarn,2016,131.0,4112.0,5554.0,198.0,4.0,9999.0
847,Tarn,2017,169.0,4998.0,5284.0,330.0,3.0,10784.0
848,Tarn,2018,177.0,6136.0,4232.0,505.0,18.0,11069.0
849,Tarn,2019,247.0,6213.0,3630.0,487.0,15.0,10592.0
850,Tarn-et-Garonne,2010,0.0,1294.0,4600.0,0.0,0.0,6251.0
851,Tarn-et-Garonne,2011,1.0,1289.0,4646.0,0.0,47.0,6014.0
852,Tarn-et-Garonne,2012,18.0,1062.0,4047.0,79.0,6.0,5212.0
853,Tarn-et-Garonne,2013,18.0,1192.0,3617.0,118.0,9.0,4954.0
854,Tarn-et-Garonne,2014,24.0,1359.0,3204.0,90.0,14.0,4691.0
855,Tarn-et-Garonne,2015,68.0,1795.0,3028.0,109.0,3.0,5004.0
856,Tarn-et-Garonne,2016,83.0,2111.0,2932.0,125.0,0.0,5253.0
857,Tarn-et-Garonne,2017,77.0,2363.0,2762.0,209.0,0.0,5412.0
858,Tarn-et-Garonne,2018,113.0,3078.0,2338.0,261.0,11.0,5801.0
859,Tarn-et-Garonne,2019,166.0,3002.0,2228.0,283.0,5.0,5684.0
860,Territoire de Belfort,2010,0.0,1683.0,4092.0,0.0,0.0,5936.0
861,Territoire de Belfort,2011,1.0,1650.0,3967.0,0.0,0.0,5664.0
862,Territoire de Belfort,2012,20.0,1388.0,3282.0,65.0,0.0,4757.0
863,Territoire de Belfort,2013,10.0,1554.0,2926.0,99.0,8.0,4597.0
864,Territoire de Belfort,2014,5.0,1708.0,2412.0,64.0,4.0,4193.0
865,Territoire de Belfort,2015,35.0,2154.0,2073.0,92.0,2.0,4356.0
866,Territoire de Belfort,2016,38.0,2477.0,1835.0,66.0,0.0,4416.0
867,Territoire de Belfort,2017,20.0,2765.0,1669.0,106.0,0.0,4564.0
868,Territoire de Belfort,2018,42.0,3102.0,1562.0,150.0,13.0,4869.0
869,Territoire de Belfort,2019,60.0,3050.0,1308.0,186.0,6.0,4610.0
870,Val-d'Oise,2010,7.0,9664.0,22413.0,0.0,1252.0,33532.0
871,Val-d'Oise,2011,14.0,10100.0,22438.0,0.0,224.0,33065.0
872,Val-d'Oise,2012,81.0,8190.0,19522.0,587.0,30.0,28412.0
873,Val-d'Oise,2013,92.0,9113.0,16645.0,980.0,47.0,26877.0
874,Val-d'Oise,2014,153.0,9858.0,14765.0,1081.0,27.0,25885.0
875,Val-d'Oise,2015,237.0,12360.0,14311.0,1333.0,26.0,28267.0
876,Val-d'Oise,2016,295.0,13071.0,13212.0,1385.0,5.0,27969.0
877,Val-d'Oise,2017,274.0,14665.0,12222.0,1787.0,14.0,28963.0
878,Val-d'Oise,2018,427.0,16401.0,10284.0,2286.0,25.0,29423.0
879,Val-d'Oise,2019,670.0,17484.0,8569.0,2546.0,23.0,29293.0
880,Val-de-Marne,2010,0.0,10864.0,20021.0,0.0,1127.0,32265.0
881,Val-de-Marne,2011,8.0,11065.0,19527.0,0.0,140.0,31107.0
882,Val-de-Marne,2012,47.0,8991.0,16623.0,657.0,0.0,26333.0
883,Val-de-Marne,2013,98.0,9372.0,14980.0,1252.0,40.0,25747.0
884,Val-de-Marne,2014,125.0,9948.0,14527.0,1232.0,34.0,25866.0
885,Val-de-Marne,2015,227.0,12510.0,13928.0,1676.0,28.0,28370.0
886,Val-de-Marne,2016,273.0,14245.0,14415.0,1754.0,4.0,30699.0
887,Val-de-Marne,2017,413.0,14947.0,13726.0,2327.0,7.0,31426.0
888,Val-de-Marne,2018,442.0,16203.0,11332.0,2598.0,34.0,30610.0
889,Val-de-Marne,2019,675.0,18717.0,9531.0,2864.0,33.0,31822.0
890,Var,2010,0.0,12592.0,23646.0,0.0,1256.0,37652.0
891,Var,2011,23.0,12815.0,22949.0,0.0,213.0,36275.0
892,Var,2012,45.0,10811.0,19930.0,492.0,31.0,31314.0
893,Var,2013,102.0,11951.0,16841.0,811.0,28.0,29734.0
894,Var,2014,188.0,13076.0,16709.0,716.0,34.0,30723.0
895,Var,2015,300.0,15632.0,14713.0,929.0,24.0,31598.0
896,Var,2016,353.0,18316.0,14066.0,1093.0,3.0,33833.0
897,Var,2017,431.0,20557.0,13375.0,1733.0,15.0,36111.0
898,Var,2018,482.0,23837.0,11113.0,2138.0,24.0,37594.0
899,Var,2019,716.0,25644.0,10002.0,2387.0,24.0,38773.0
900,Vaucluse,2010,0.0,4725.0,13354.0,0.0,837.0,19044.0
901,Vaucluse,2011,10.0,4877.0,13376.0,0.0,117.0,18531.0
902,Vaucluse,2012,41.0,4304.0,11649.0,274.0,22.0,16290.0
903,Vaucluse,2013,70.0,4874.0,10102.0,377.0,22.0,15446.0
904,Vaucluse,2014,88.0,5488.0,9471.0,341.0,19.0,15408.0
905,Vaucluse,2015,144.0,6754.0,9013.0,429.0,11.0,16351.0
906,Vaucluse,2016,202.0,7974.0,8461.0,478.0,0.0,17117.0
907,Vaucluse,2017,217.0,8982.0,8150.0,680.0,15.0,18044.0
908,Vaucluse,2018,290.0,10439.0,6914.0,937.0,20.0,18600.0
909,Vaucluse,2019,388.0,11308.0,5819.0,1087.0,12.0,18615.0
910,Vendée,2010,0.0,4361.0,12733.0,0.0,769.0,17971.0
911,Vendée,2011,12.0,4379.0,12392.0,0.0,111.0,17035.0
912,Vendée,2012,63.0,3539.0,10423.0,287.0,9.0,14322.0
913,Vendée,2013,64.0,4246.0,9422.0,466.0,21.0,14219.0
914,Vendée,2014,99.0,5019.0,9281.0,381.0,16.0,14797.0
915,Vendée,2015,281.0,6251.0,8516.0,579.0,18.0,15646.0
916,Vendée,2016,337.0,7457.0,8432.0,551.0,0.0,16777.0
917,Vendée,2017,281.0,8386.0,7816.0,795.0,11.0,17295.0
918,Vendée,2018,300.0,10323.0,7039.0,1143.0,16.0,18823.0
919,Vendée,2019,431.0,10460.0,6935.0,1307.0,12.0,19148.0
920,Vienne,2010,0.0,2424.0,7831.0,0.0,532.0,10833.0
921,Vienne,2011,113.0,2545.0,7975.0,0.0,82.0,10791.0
922,Vienne,2012,63.0,2448.0,12125.0,135.0,0.0,14783.0
923,Vienne,2013,47.0,2789.0,7218.0,258.0,13.0,10325.0
924,Vienne,2014,50.0,3421.0,9432.0,218.0,22.0,13145.0
925,Vienne,2015,223.0,4976.0,9696.0,293.0,4.0,15192.0
926,Vienne,2016,189.0,6062.0,8952.0,277.0,2.0,15482.0
927,Vienne,2017,176.0,8422.0,9592.0,587.0,3.0,18780.0
928,Vienne,2018,263.0,12694.0,8573.0,800.0,13.0,22343.0
929,Vienne,2019,222.0,10898.0,6472.0,1100.0,12.0,18704.0
930,Vosges,2010,0.0,3048.0,9170.0,0.0,453.0,12698.0
931,Vosges,2011,8.0,2872.0,8756.0,0.0,76.0,11752.0
932,Vosges,2012,8.0,2391.0,7007.0,115.0,14.0,9535.0
933,Vosges,2013,30.0,2666.0,6429.0,181.0,19.0,9325.0
934,Vosges,2014,36.0,3056.0,6050.0,137.0,13.0,9293.0
935,Vosges,2015,80.0,3673.0,5620.0,207.0,12.0,9593.0
936,Vosges,2016,71.0,4434.0,5311.0,183.0,3.0,10003.0
937,Vosges,2017,98.0,5049.0,4923.0,245.0,3.0,10319.0
938,Vosges,2018,142.0,6003.0,4290.0,363.0,10.0,10808.0
939,Vosges,2019,153.0,5973.0,4052.0,413.0,9.0,10600.0
940,Yonne,2010,0.0,2296.0,7652.0,0.0,395.0,10391.0
941,Yonne,2011,6.0,2229.0,7438.0,0.0,42.0,9756.0
942,Yonne,2012,12.0,1891.0,6430.0,100.0,18.0,8451.0
943,Yonne,2013,22.0,2099.0,5569.0,193.0,19.0,7902.0
944,Yonne,2014,29.0,2344.0,5349.0,154.0,11.0,7887.0
945,Yonne,2015,60.0,3017.0,4743.0,252.0,15.0,8087.0
946,Yonne,2016,80.0,3368.0,4446.0,281.0,0.0,8177.0
947,Yonne,2017,92.0,4013.0,4398.0,355.0,7.0,8865.0
948,Yonne,2018,121.0,4686.0,3913.0,453.0,9.0,9182.0
949,Yonne,2019,111.0,4785.0,3334.0,438.0,23.0,8691.0
950,Yvelines,2010,121.0,23595.0,59318.0,0.0,1707.0,85162.0
951,Yvelines,2011,182.0,25912.0,54955.0,0.0,294.0,82082.0
952,Yvelines,2012,323.0,20961.0,47275.0,1714.0,63.0,70353.0
953,Yvelines,2013,372.0,22809.0,41657.0,2666.0,128.0,67634.0
954,Yvelines,2014,562.0,22500.0,38285.0,1879.0,113.0,63340.0
955,Yvelines,2015,935.0,27402.0,37209.0,2961.0,40.0,68551.0
956,Yvelines,2016,984.0,34940.0,34680.0,2392.0,12.0,73012.0
957,Yvelines,2017,1261.0,35521.0,33086.0,2943.0,24.0,72837.0
958,Yvelines,2018,1261.0,38254.0,29884.0,3409.0,50.0,72862.0
959,Yvelines,2019,1944.0,43613.0,27063.0,3844.0,52.0,76537.0
