,Départements,Année,Essence + Superéthanol < 6CV,Essence + Superéthanol 6 à 7CV,Essence + Superéthanol 8CV et +,Hybride essence < 6CV,Hybride essence 6CV et +,Gazole < 6CV,Gazole 6CV et +,Essence-GPL < 6CV,Essence-GPL 6CV et +,Electricité,Total,Hybride gazole
0,Ain,2010,3687.0,978.0,527.0,55.0,22.0,6167.0,6503.0,616.0,0.0,0.0,18564.0,0.0
1,Ain,2011,3837.0,1147.0,606.0,107.0,13.0,5835.0,7669.0,94.0,3.0,10.0,19334.0,0.0
2,Ain,2012,3193.0,1123.0,611.0,29.0,126.0,4580.0,6628.0,15.0,3.0,21.0,16424.0,91.0
3,Ain,2013,3536.0,1315.0,614.0,227.0,22.0,4717.0,5582.0,13.0,10.0,55.0,16196.0,103.0
4,Ain,2014,3891.0,1455.0,575.0,204.0,26.0,4452.0,4956.0,8.0,6.0,60.0,15717.0,84.0
5,Ain,2015,4435.0,1777.0,871.0,226.0,80.0,3522.0,5184.0,3.0,4.0,156.0,16426.0,165.0
6,Ain,2016,4818.0,2459.0,1052.0,305.0,110.0,3266.0,5278.0,1.0,0.0,225.0,17544.0,30.0
7,Ain,2017,4809.0,3150.0,1240.0,515.0,165.0,2943.0,5399.0,2.0,6.0,227.0,18471.0,10.0
8,Ain,2018,5751.0,3608.0,1249.0,660.0,271.0,2369.0,4842.0,7.0,10.0,310.0,19123.0,44.0
9,Ain,2019,5873.0,3625.0,1679.0,593.0,332.0,1699.0,5157.0,6.0,5.0,426.0,19502.0,106.0
10,Aisne,2010,2981.0,592.0,474.0,22.0,29.0,7153.0,8363.0,651.0,0.0,0.0,20267.0,0.0
11,Aisne,2011,3177.0,713.0,470.0,36.0,23.0,7520.0,9397.0,77.0,1.0,14.0,21428.0,0.0
12,Aisne,2012,2658.0,643.0,390.0,11.0,66.0,6809.0,8646.0,7.0,1.0,27.0,19333.0,74.0
13,Aisne,2013,3077.0,776.0,376.0,117.0,35.0,6221.0,7492.0,10.0,10.0,76.0,18286.0,93.0
14,Aisne,2014,3317.0,808.0,330.0,114.0,49.0,6078.0,6575.0,14.0,5.0,87.0,17439.0,61.0
15,Aisne,2015,4594.0,1211.0,507.0,107.0,68.0,5624.0,6594.0,14.0,2.0,123.0,18953.0,109.0
16,Aisne,2016,5376.0,1677.0,696.0,128.0,109.0,5204.0,7866.0,3.0,0.0,150.0,21270.0,59.0
17,Aisne,2017,6054.0,2439.0,845.0,333.0,150.0,4794.0,8220.0,6.0,6.0,161.0,23041.0,32.0
18,Aisne,2018,7320.0,3452.0,974.0,386.0,194.0,3117.0,7560.0,7.0,9.0,165.0,23273.0,88.0
19,Aisne,2019,7377.0,3839.0,1347.0,434.0,326.0,2540.0,8020.0,4.0,1.0,260.0,24354.0,192.0
20,Allier,2010,2072.0,403.0,174.0,22.0,5.0,3766.0,3553.0,422.0,0.0,0.0,10418.0,0.0
21,Allier,2011,1999.0,449.0,156.0,37.0,4.0,3504.0,3852.0,59.0,2.0,8.0,10070.0,0.0
22,Allier,2012,1517.0,396.0,149.0,8.0,43.0,2627.0,3210.0,10.0,1.0,11.0,8028.0,54.0
23,Allier,2013,1601.0,509.0,115.0,80.0,14.0,2635.0,2567.0,6.0,7.0,26.0,7638.0,78.0
24,Allier,2014,1824.0,551.0,134.0,84.0,7.0,2410.0,2268.0,5.0,3.0,36.0,7358.0,36.0
25,Allier,2015,2147.0,798.0,252.0,70.0,15.0,2023.0,2269.0,6.0,5.0,61.0,7723.0,76.0
26,Allier,2016,2459.0,1047.0,303.0,141.0,36.0,1784.0,2348.0,0.0,1.0,84.0,8227.0,24.0
27,Allier,2017,2484.0,1450.0,419.0,209.0,45.0,1428.0,2486.0,3.0,4.0,96.0,8626.0,2.0
28,Allier,2018,2928.0,1770.0,472.0,287.0,93.0,1042.0,2223.0,9.0,7.0,122.0,8962.0,9.0
29,Allier,2019,3244.0,1573.0,598.0,246.0,97.0,834.0,2262.0,4.0,3.0,140.0,9049.0,47.0
30,Alpes-Maritimes,2010,11312.0,2792.0,1652.0,190.0,110.0,12507.0,11116.0,1208.0,5.0,3.0,40897.0,0.0
31,Alpes-Maritimes,2011,10616.0,2819.0,1735.0,324.0,83.0,10922.0,12073.0,165.0,4.0,117.0,38861.0,0.0
32,Alpes-Maritimes,2012,9175.0,2405.0,1594.0,100.0,361.0,8370.0,10854.0,26.0,6.0,167.0,33186.0,126.0
33,Alpes-Maritimes,2013,9319.0,2679.0,1487.0,635.0,83.0,8201.0,8895.0,32.0,18.0,138.0,31690.0,202.0
34,Alpes-Maritimes,2014,10128.0,2748.0,1514.0,612.0,94.0,7401.0,8055.0,19.0,13.0,240.0,30970.0,145.0
35,Alpes-Maritimes,2015,12886.0,3453.0,2072.0,635.0,222.0,6144.0,8222.0,20.0,12.0,318.0,34202.0,216.0
36,Alpes-Maritimes,2016,13305.0,4370.0,2619.0,621.0,317.0,5122.0,7885.0,25.0,4.0,417.0,34741.0,49.0
37,Alpes-Maritimes,2017,12379.0,5614.0,2949.0,1160.0,447.0,4357.0,7918.0,5.0,8.0,528.0,35391.0,23.0
38,Alpes-Maritimes,2018,12891.0,6426.0,3141.0,1467.0,527.0,3268.0,6928.0,19.0,17.0,790.0,35507.0,32.0
39,Alpes-Maritimes,2019,13533.0,7208.0,4326.0,1302.0,930.0,2145.0,6847.0,12.0,12.0,1231.0,37773.0,225.0
40,Alpes-de-Haute-Provence,2010,1116.0,193.0,89.0,28.0,0.0,1969.0,1628.0,236.0,3.0,0.0,5262.0,0.0
41,Alpes-de-Haute-Provence,2011,1003.0,232.0,112.0,28.0,0.0,1780.0,1781.0,41.0,3.0,2.0,4982.0,0.0
42,Alpes-de-Haute-Provence,2012,880.0,157.0,75.0,8.0,27.0,1423.0,1588.0,4.0,1.0,5.0,4196.0,27.0
43,Alpes-de-Haute-Provence,2013,879.0,238.0,95.0,83.0,1.0,1331.0,1246.0,3.0,5.0,11.0,3916.0,24.0
44,Alpes-de-Haute-Provence,2014,1066.0,235.0,88.0,66.0,3.0,1286.0,1108.0,7.0,4.0,9.0,3890.0,18.0
45,Alpes-de-Haute-Provence,2015,1211.0,338.0,111.0,82.0,10.0,1173.0,1209.0,5.0,1.0,30.0,4206.0,36.0
46,Alpes-de-Haute-Provence,2016,1318.0,514.0,177.0,103.0,48.0,1046.0,1181.0,0.0,1.0,51.0,4440.0,1.0
47,Alpes-de-Haute-Provence,2017,1371.0,724.0,190.0,193.0,49.0,975.0,1176.0,0.0,1.0,86.0,4768.0,3.0
48,Alpes-de-Haute-Provence,2018,1520.0,764.0,223.0,253.0,60.0,887.0,1081.0,4.0,6.0,91.0,4892.0,3.0
49,Alpes-de-Haute-Provence,2019,1760.0,716.0,329.0,206.0,87.0,641.0,1070.0,0.0,8.0,127.0,4963.0,19.0
50,Ardennes,2010,1476.0,279.0,97.0,19.0,3.0,3360.0,3376.0,457.0,4.0,0.0,9072.0,0.0
51,Ardennes,2011,1451.0,369.0,141.0,28.0,6.0,2962.0,3682.0,66.0,9.0,2.0,8720.0,0.0
52,Ardennes,2012,1258.0,307.0,132.0,7.0,20.0,2432.0,2997.0,10.0,5.0,24.0,7226.0,34.0
53,Ardennes,2013,1334.0,336.0,126.0,72.0,6.0,2225.0,2333.0,11.0,6.0,12.0,6499.0,38.0
54,Ardennes,2014,1414.0,326.0,109.0,59.0,3.0,2199.0,2113.0,4.0,0.0,24.0,6279.0,28.0
55,Ardennes,2015,1730.0,490.0,159.0,48.0,13.0,1978.0,2161.0,2.0,3.0,47.0,6700.0,69.0
56,Ardennes,2016,1930.0,717.0,224.0,70.0,35.0,1651.0,2157.0,0.0,0.0,75.0,6886.0,27.0
57,Ardennes,2017,1954.0,960.0,246.0,185.0,52.0,1489.0,2139.0,1.0,5.0,51.0,7092.0,10.0
58,Ardennes,2018,2283.0,1211.0,238.0,245.0,62.0,1105.0,1915.0,3.0,8.0,143.0,7220.0,6.0
59,Ardennes,2019,2407.0,1223.0,477.0,198.0,83.0,857.0,1961.0,3.0,6.0,114.0,7356.0,26.0
60,Ardèche,2010,1752.0,399.0,159.0,21.0,3.0,3457.0,2755.0,432.0,1.0,0.0,8981.0,0.0
61,Ardèche,2011,1751.0,403.0,174.0,33.0,1.0,2961.0,2930.0,68.0,2.0,2.0,8325.0,0.0
62,Ardèche,2012,1445.0,400.0,115.0,9.0,46.0,2241.0,2341.0,14.0,1.0,20.0,6670.0,38.0
63,Ardèche,2013,1656.0,526.0,156.0,82.0,4.0,2029.0,1877.0,10.0,6.0,31.0,6410.0,33.0
64,Ardèche,2014,1905.0,572.0,133.0,53.0,4.0,1832.0,1786.0,6.0,8.0,28.0,6355.0,28.0
65,Ardèche,2015,2186.0,743.0,219.0,69.0,9.0,1529.0,1758.0,2.0,0.0,93.0,6669.0,61.0
66,Ardèche,2016,2297.0,1072.0,299.0,98.0,26.0,1302.0,1631.0,1.0,0.0,144.0,6883.0,13.0
67,Ardèche,2017,2361.0,1269.0,375.0,181.0,54.0,1090.0,1672.0,2.0,2.0,152.0,7161.0,3.0
68,Ardèche,2018,2813.0,1546.0,363.0,226.0,45.0,806.0,1561.0,6.0,1.0,159.0,7533.0,7.0
69,Ardèche,2019,2821.0,1338.0,490.0,213.0,99.0,629.0,1546.0,4.0,8.0,157.0,7333.0,28.0
70,Ariège,2010,739.0,140.0,37.0,18.0,1.0,1825.0,1513.0,222.0,2.0,0.0,4497.0,0.0
71,Ariège,2011,685.0,159.0,57.0,14.0,1.0,1898.0,1627.0,27.0,1.0,1.0,4470.0,0.0
72,Ariège,2012,539.0,116.0,47.0,7.0,27.0,1975.0,1388.0,5.0,1.0,13.0,4128.0,9.0
73,Ariège,2013,687.0,158.0,50.0,50.0,2.0,1780.0,1275.0,4.0,3.0,11.0,4034.0,14.0
74,Ariège,2014,835.0,202.0,58.0,34.0,2.0,1969.0,1155.0,6.0,1.0,15.0,4288.0,11.0
75,Ariège,2015,983.0,351.0,94.0,41.0,4.0,1791.0,1211.0,0.0,1.0,35.0,4530.0,19.0
76,Ariège,2016,1066.0,423.0,120.0,81.0,21.0,1840.0,1121.0,0.0,1.0,36.0,4719.0,9.0
77,Ariège,2017,1096.0,526.0,134.0,134.0,23.0,831.0,1055.0,1.0,1.0,45.0,3846.0,0.0
78,Ariège,2018,1377.0,628.0,141.0,138.0,27.0,663.0,939.0,5.0,0.0,64.0,3992.0,10.0
79,Ariège,2019,1433.0,606.0,210.0,114.0,56.0,543.0,993.0,0.0,2.0,75.0,4047.0,15.0
80,Aube,2010,1606.0,368.0,157.0,25.0,4.0,3124.0,3344.0,246.0,1.0,0.0,8875.0,0.0
81,Aube,2011,1595.0,398.0,178.0,30.0,3.0,2549.0,3781.0,52.0,1.0,2.0,8589.0,0.0
82,Aube,2012,1293.0,389.0,157.0,8.0,47.0,2198.0,3104.0,5.0,1.0,12.0,7263.0,48.0
83,Aube,2013,1380.0,457.0,146.0,107.0,6.0,2040.0,2589.0,1.0,6.0,23.0,6814.0,59.0
84,Aube,2014,1519.0,486.0,126.0,77.0,7.0,1900.0,2219.0,2.0,4.0,29.0,6406.0,36.0
85,Aube,2015,1711.0,660.0,170.0,96.0,24.0,1677.0,2301.0,1.0,1.0,57.0,6769.0,71.0
86,Aube,2016,1796.0,804.0,264.0,141.0,55.0,1397.0,2366.0,0.0,1.0,83.0,6921.0,14.0
87,Aube,2017,2025.0,1138.0,367.0,260.0,68.0,1123.0,2420.0,3.0,3.0,73.0,7489.0,8.0
88,Aube,2018,2392.0,1523.0,388.0,260.0,123.0,960.0,2332.0,0.0,2.0,93.0,8085.0,12.0
89,Aube,2019,2351.0,1238.0,546.0,190.0,141.0,656.0,2055.0,1.0,2.0,148.0,7386.0,58.0
90,Aude,2010,2052.0,355.0,144.0,31.0,8.0,4571.0,3404.0,366.0,1.0,0.0,10932.0,0.0
91,Aude,2011,2068.0,372.0,130.0,33.0,2.0,4190.0,3861.0,51.0,0.0,8.0,10715.0,0.0
92,Aude,2012,1887.0,314.0,135.0,14.0,57.0,3086.0,3687.0,5.0,1.0,11.0,9234.0,34.0
93,Aude,2013,1793.0,410.0,118.0,150.0,5.0,2878.0,2704.0,8.0,2.0,22.0,8139.0,49.0
94,Aude,2014,2064.0,467.0,129.0,111.0,7.0,2968.0,2470.0,11.0,0.0,35.0,8298.0,36.0
95,Aude,2015,2711.0,580.0,211.0,149.0,20.0,2485.0,2650.0,7.0,5.0,62.0,8928.0,48.0
96,Aude,2016,2752.0,995.0,293.0,153.0,43.0,2377.0,2601.0,1.0,1.0,88.0,9315.0,11.0
97,Aude,2017,3014.0,1359.0,344.0,311.0,79.0,1858.0,2808.0,0.0,0.0,99.0,9876.0,4.0
98,Aude,2018,3868.0,1849.0,447.0,440.0,107.0,1459.0,2543.0,1.0,5.0,124.0,10869.0,26.0
99,Aude,2019,3965.0,1682.0,606.0,456.0,182.0,1269.0,2553.0,1.0,3.0,226.0,10989.0,46.0
100,Aveyron,2010,1176.0,234.0,135.0,10.0,4.0,2948.0,2691.0,274.0,0.0,0.0,7475.0,0.0
101,Aveyron,2011,1133.0,272.0,110.0,16.0,3.0,2412.0,2809.0,51.0,3.0,3.0,6812.0,0.0
102,Aveyron,2012,883.0,241.0,111.0,6.0,31.0,2004.0,2504.0,4.0,4.0,21.0,5845.0,36.0
103,Aveyron,2013,1034.0,324.0,128.0,86.0,2.0,2044.0,2149.0,4.0,2.0,9.0,5820.0,38.0
104,Aveyron,2014,1174.0,348.0,141.0,68.0,5.0,1942.0,1927.0,4.0,2.0,23.0,5662.0,28.0
105,Aveyron,2015,1462.0,513.0,180.0,67.0,9.0,1808.0,1954.0,1.0,0.0,49.0,6111.0,68.0
106,Aveyron,2016,1533.0,756.0,261.0,96.0,27.0,1615.0,2077.0,0.0,0.0,68.0,6448.0,15.0
107,Aveyron,2017,1549.0,972.0,310.0,207.0,35.0,1285.0,2044.0,0.0,1.0,89.0,6503.0,10.0
108,Aveyron,2018,1873.0,1228.0,345.0,233.0,38.0,1069.0,1980.0,3.0,3.0,90.0,6871.0,9.0
109,Aveyron,2019,1900.0,1130.0,518.0,206.0,75.0,943.0,1988.0,3.0,1.0,131.0,6927.0,32.0
110,Bas-Rhin,2010,6729.0,2002.0,949.0,162.0,53.0,11513.0,12841.0,1041.0,2.0,1.0,35313.0,0.0
111,Bas-Rhin,2011,6204.0,2309.0,1012.0,209.0,37.0,10071.0,14324.0,166.0,1.0,41.0,34379.0,0.0
112,Bas-Rhin,2012,5099.0,1889.0,909.0,52.0,266.0,8119.0,12136.0,21.0,5.0,123.0,28772.0,147.0
113,Bas-Rhin,2013,5509.0,2164.0,938.0,658.0,49.0,7874.0,9731.0,19.0,18.0,358.0,27566.0,243.0
114,Bas-Rhin,2014,5970.0,2422.0,936.0,604.0,79.0,7812.0,8892.0,17.0,11.0,178.0,27090.0,167.0
115,Bas-Rhin,2015,6846.0,2990.0,1539.0,548.0,192.0,6854.0,10117.0,8.0,9.0,253.0,29677.0,312.0
116,Bas-Rhin,2016,7685.0,4082.0,1974.0,685.0,336.0,6461.0,11142.0,2.0,4.0,405.0,32854.0,75.0
117,Bas-Rhin,2017,8474.0,5606.0,2593.0,1118.0,403.0,5656.0,11225.0,5.0,6.0,531.0,35645.0,25.0
118,Bas-Rhin,2018,9764.0,6934.0,2940.0,1276.0,533.0,4218.0,10287.0,23.0,14.0,561.0,36616.0,56.0
119,Bas-Rhin,2019,9894.0,7694.0,4134.0,1415.0,815.0,2890.0,12105.0,9.0,23.0,828.0,40043.0,227.0
120,Bouches-du-Rhône,2010,14915.0,2869.0,1432.0,223.0,100.0,24280.0,20014.0,2479.0,9.0,1.0,66328.0,0.0
121,Bouches-du-Rhône,2011,14467.0,3110.0,1436.0,322.0,74.0,21916.0,21870.0,364.0,4.0,29.0,63596.0,0.0
122,Bouches-du-Rhône,2012,12300.0,2659.0,1354.0,78.0,348.0,17433.0,19604.0,48.0,9.0,163.0,54246.0,210.0
123,Bouches-du-Rhône,2013,13335.0,3027.0,1354.0,738.0,60.0,16885.0,15541.0,31.0,23.0,303.0,51643.0,322.0
124,Bouches-du-Rhône,2014,14497.0,3331.0,1397.0,731.0,69.0,16389.0,14527.0,32.0,17.0,289.0,51517.0,215.0
125,Bouches-du-Rhône,2015,17420.0,4249.0,1940.0,816.0,211.0,14103.0,14588.0,18.0,13.0,455.0,54201.0,378.0
126,Bouches-du-Rhône,2016,18317.0,6163.0,2515.0,936.0,389.0,12405.0,15176.0,4.0,3.0,623.0,56645.0,83.0
127,Bouches-du-Rhône,2017,18088.0,8210.0,3130.0,1715.0,564.0,11071.0,15762.0,13.0,14.0,774.0,59394.0,36.0
128,Bouches-du-Rhône,2018,19463.0,10238.0,3461.0,2290.0,823.0,7586.0,14340.0,18.0,21.0,1082.0,59412.0,81.0
129,Bouches-du-Rhône,2019,20743.0,10641.0,5058.0,1988.0,1289.0,5431.0,13731.0,14.0,15.0,2313.0,61626.0,383.0
130,Calvados,2010,4619.0,828.0,372.0,52.0,38.0,7696.0,7677.0,1054.0,4.0,0.0,22340.0,0.0
131,Calvados,2011,4653.0,1083.0,442.0,114.0,31.0,6713.0,8515.0,85.0,1.0,13.0,21651.0,0.0
132,Calvados,2012,3695.0,929.0,376.0,41.0,162.0,6038.0,7512.0,18.0,1.0,33.0,18928.0,123.0
133,Calvados,2013,4102.0,1101.0,382.0,297.0,69.0,5744.0,6076.0,12.0,10.0,51.0,17979.0,135.0
134,Calvados,2014,4381.0,1163.0,401.0,262.0,74.0,5409.0,5652.0,11.0,5.0,80.0,17573.0,135.0
135,Calvados,2015,5622.0,1555.0,532.0,286.0,119.0,4821.0,5780.0,15.0,0.0,124.0,19070.0,214.0
136,Calvados,2016,6048.0,2330.0,781.0,379.0,180.0,4501.0,6057.0,1.0,1.0,223.0,20557.0,56.0
137,Calvados,2017,6978.0,3211.0,996.0,660.0,207.0,3858.0,6099.0,3.0,2.0,221.0,22249.0,14.0
138,Calvados,2018,8563.0,4096.0,1152.0,880.0,303.0,2764.0,5207.0,10.0,18.0,258.0,23276.0,25.0
139,Calvados,2019,8514.0,3949.0,1552.0,659.0,446.0,2178.0,5735.0,4.0,8.0,388.0,23562.0,129.0
140,Cantal,2010,700.0,187.0,89.0,14.0,2.0,1695.0,1627.0,173.0,1.0,0.0,4488.0,0.0
141,Cantal,2011,756.0,216.0,64.0,15.0,2.0,1462.0,1794.0,18.0,0.0,2.0,4329.0,0.0
142,Cantal,2012,639.0,156.0,47.0,4.0,22.0,1268.0,1459.0,6.0,1.0,0.0,3620.0,17.0
143,Cantal,2013,679.0,214.0,65.0,54.0,4.0,1169.0,1228.0,4.0,3.0,12.0,3458.0,26.0
144,Cantal,2014,826.0,260.0,71.0,37.0,8.0,1096.0,1262.0,1.0,0.0,12.0,3581.0,8.0
145,Cantal,2015,987.0,334.0,117.0,38.0,12.0,895.0,1235.0,0.0,1.0,18.0,3664.0,27.0
146,Cantal,2016,1038.0,469.0,173.0,72.0,27.0,830.0,1161.0,1.0,1.0,34.0,3814.0,8.0
147,Cantal,2017,1009.0,683.0,215.0,101.0,37.0,770.0,1175.0,1.0,1.0,29.0,4022.0,1.0
148,Cantal,2018,1377.0,817.0,235.0,126.0,37.0,456.0,1080.0,1.0,0.0,52.0,4183.0,2.0
149,Cantal,2019,1373.0,770.0,277.0,121.0,72.0,428.0,1118.0,1.0,2.0,54.0,4227.0,11.0
150,Charente,2010,1578.0,328.0,146.0,24.0,11.0,3382.0,3446.0,404.0,0.0,0.0,9319.0,0.0
151,Charente,2011,1543.0,350.0,151.0,68.0,8.0,3071.0,3629.0,52.0,0.0,14.0,8886.0,0.0
152,Charente,2012,1171.0,360.0,138.0,26.0,75.0,2677.0,3233.0,12.0,0.0,49.0,7780.0,37.0
153,Charente,2013,1327.0,386.0,126.0,131.0,8.0,2352.0,2760.0,8.0,2.0,29.0,7197.0,68.0
154,Charente,2014,1601.0,434.0,139.0,127.0,5.0,2327.0,2493.0,4.0,13.0,56.0,7233.0,33.0
155,Charente,2015,2026.0,658.0,234.0,121.0,17.0,2361.0,2600.0,0.0,1.0,79.0,8162.0,65.0
156,Charente,2016,2304.0,916.0,331.0,149.0,45.0,1924.0,2735.0,0.0,0.0,106.0,8527.0,17.0
157,Charente,2017,2265.0,1342.0,385.0,286.0,71.0,1695.0,2584.0,2.0,3.0,114.0,8753.0,6.0
158,Charente,2018,3206.0,1556.0,365.0,392.0,83.0,1209.0,2312.0,9.0,5.0,158.0,9307.0,12.0
159,Charente,2019,3481.0,1367.0,523.0,342.0,158.0,940.0,2533.0,2.0,3.0,211.0,9594.0,34.0
160,Charente-Maritime,2010,4006.0,841.0,350.0,87.0,22.0,7074.0,7163.0,822.0,2.0,0.0,20368.0,0.0
161,Charente-Maritime,2011,3807.0,902.0,359.0,152.0,21.0,6133.0,7631.0,154.0,1.0,42.0,19202.0,0.0
162,Charente-Maritime,2012,3063.0,778.0,354.0,30.0,180.0,5091.0,6761.0,13.0,3.0,53.0,16402.0,74.0
163,Charente-Maritime,2013,3404.0,1015.0,314.0,363.0,44.0,5094.0,5426.0,21.0,6.0,97.0,15888.0,103.0
164,Charente-Maritime,2014,4211.0,1122.0,328.0,319.0,63.0,4620.0,5110.0,18.0,7.0,74.0,15948.0,76.0
165,Charente-Maritime,2015,5213.0,1622.0,548.0,410.0,90.0,4363.0,5080.0,19.0,5.0,180.0,17665.0,134.0
166,Charente-Maritime,2016,5440.0,2395.0,744.0,462.0,185.0,3644.0,5380.0,0.0,2.0,225.0,18507.0,30.0
167,Charente-Maritime,2017,5793.0,3166.0,986.0,642.0,216.0,3154.0,5329.0,5.0,7.0,225.0,19535.0,12.0
168,Charente-Maritime,2018,7544.0,4028.0,1111.0,973.0,329.0,2370.0,5038.0,17.0,12.0,334.0,21797.0,41.0
169,Charente-Maritime,2019,8069.0,3841.0,1672.0,802.0,472.0,1969.0,5142.0,10.0,9.0,449.0,22578.0,143.0
170,Cher,2010,1741.0,382.0,127.0,22.0,6.0,3026.0,3349.0,207.0,0.0,0.0,8861.0,0.0
171,Cher,2011,1568.0,380.0,153.0,43.0,6.0,2565.0,3568.0,24.0,0.0,6.0,8313.0,0.0
172,Cher,2012,1282.0,375.0,139.0,15.0,49.0,2323.0,3121.0,4.0,0.0,9.0,7347.0,26.0
173,Cher,2013,1324.0,413.0,139.0,93.0,6.0,2000.0,2447.0,6.0,3.0,31.0,6495.0,31.0
174,Cher,2014,1511.0,449.0,112.0,100.0,13.0,1998.0,2199.0,6.0,2.0,48.0,6476.0,37.0
175,Cher,2015,1883.0,723.0,156.0,112.0,35.0,1878.0,2216.0,4.0,3.0,78.0,7162.0,74.0
176,Cher,2016,2031.0,859.0,262.0,109.0,48.0,1471.0,2322.0,0.0,0.0,79.0,7207.0,25.0
177,Cher,2017,1919.0,1174.0,346.0,181.0,46.0,1167.0,2253.0,1.0,0.0,73.0,7163.0,3.0
178,Cher,2018,2469.0,1379.0,332.0,301.0,57.0,1017.0,2109.0,3.0,4.0,87.0,7772.0,14.0
179,Cher,2019,2595.0,1269.0,483.0,240.0,105.0,698.0,1957.0,0.0,1.0,143.0,7543.0,51.0
180,Corrèze,2010,1527.0,294.0,123.0,18.0,10.0,3247.0,2901.0,273.0,2.0,0.0,8395.0,0.0
181,Corrèze,2011,1419.0,334.0,109.0,25.0,6.0,3072.0,3127.0,52.0,2.0,5.0,8151.0,0.0
182,Corrèze,2012,1201.0,284.0,108.0,7.0,40.0,2507.0,2937.0,7.0,1.0,18.0,7136.0,26.0
183,Corrèze,2013,1278.0,353.0,109.0,77.0,2.0,2372.0,2562.0,13.0,2.0,19.0,6831.0,44.0
184,Corrèze,2014,1635.0,479.0,110.0,89.0,8.0,2536.0,2279.0,6.0,4.0,27.0,7197.0,24.0
185,Corrèze,2015,2129.0,726.0,202.0,82.0,9.0,2098.0,2344.0,3.0,3.0,63.0,7719.0,60.0
186,Corrèze,2016,2382.0,989.0,300.0,102.0,35.0,1955.0,2535.0,0.0,1.0,63.0,8375.0,13.0
187,Corrèze,2017,2658.0,1393.0,345.0,172.0,40.0,1503.0,2513.0,2.0,4.0,78.0,8711.0,3.0
188,Corrèze,2018,2594.0,1594.0,348.0,214.0,60.0,1018.0,2129.0,7.0,2.0,102.0,8083.0,14.0
189,Corrèze,2019,2579.0,1286.0,488.0,167.0,116.0,884.0,2085.0,10.0,4.0,120.0,7781.0,42.0
190,Corse-du-Sud,2010,2736.0,1053.0,249.0,11.0,3.0,3717.0,2784.0,107.0,1.0,0.0,10661.0,0.0
191,Corse-du-Sud,2011,2314.0,1186.0,311.0,11.0,2.0,4382.0,3012.0,29.0,2.0,4.0,11253.0,0.0
192,Corse-du-Sud,2012,2123.0,679.0,170.0,23.0,2.0,4726.0,2831.0,1.0,1.0,3.0,10582.0,22.0
193,Corse-du-Sud,2013,2213.0,700.0,177.0,44.0,3.0,4010.0,3009.0,2.0,6.0,12.0,10192.0,16.0
