,Départements,Année,Essence + Superéthanol < 6CV,Essence + Superéthanol 6 à 7CV,Essence + Superéthanol 8CV et +,Hybride essence < 6CV,Hybride essence 6CV et +,Gazole < 6CV,Gazole 6CV et +,Essence-GPL < 6CV,Essence-GPL 6CV et +,Electricité,Total,Hybride gazole
770,Sarthe,2010,3296.0,963.0,249.0,52.0,12.0,5461.0,5681.0,954.0,0.0,0.0,16670.0,0.0
771,Sarthe,2011,2974.0,764.0,305.0,75.0,6.0,5330.0,6529.0,139.0,0.0,6.0,16128.0,0.0
772,Sarthe,2012,2391.0,721.0,252.0,25.0,122.0,3968.0,5123.0,9.0,3.0,34.0,12691.0,42.0
773,Sarthe,2013,2756.0,804.0,251.0,250.0,17.0,3732.0,4049.0,21.0,19.0,49.0,12008.0,60.0
774,Sarthe,2014,2956.0,983.0,245.0,234.0,19.0,3358.0,3806.0,22.0,7.0,63.0,11737.0,43.0
775,Sarthe,2015,3401.0,1304.0,375.0,213.0,41.0,3049.0,3805.0,6.0,3.0,141.0,12414.0,76.0
776,Sarthe,2016,3848.0,1865.0,558.0,269.0,100.0,2930.0,3745.0,1.0,1.0,145.0,13483.0,21.0
777,Sarthe,2017,3923.0,2415.0,686.0,463.0,111.0,2684.0,3792.0,10.0,2.0,162.0,14251.0,3.0
778,Sarthe,2018,4762.0,2687.0,636.0,592.0,155.0,2009.0,3571.0,18.0,18.0,156.0,14622.0,18.0
779,Sarthe,2019,5228.0,2535.0,940.0,523.0,278.0,1179.0,4022.0,19.0,19.0,231.0,15060.0,84.0
780,Savoie,2010,2867.0,675.0,384.0,54.0,12.0,6035.0,6084.0,511.0,0.0,1.0,16624.0,0.0
781,Savoie,2011,2681.0,781.0,373.0,66.0,11.0,5692.0,6854.0,78.0,3.0,6.0,16546.0,0.0
782,Savoie,2012,2540.0,676.0,367.0,23.0,88.0,4515.0,5851.0,6.0,1.0,17.0,14165.0,80.0
783,Savoie,2013,3031.0,893.0,331.0,207.0,15.0,4000.0,4938.0,3.0,5.0,46.0,13588.0,119.0
784,Savoie,2014,3345.0,1080.0,415.0,201.0,24.0,3859.0,4827.0,10.0,7.0,64.0,13896.0,64.0
785,Savoie,2015,3845.0,1332.0,593.0,149.0,59.0,3148.0,4979.0,14.0,3.0,127.0,14357.0,108.0
786,Savoie,2016,4099.0,1893.0,921.0,239.0,104.0,2729.0,5087.0,1.0,1.0,168.0,15270.0,21.0
787,Savoie,2017,4283.0,2491.0,985.0,425.0,137.0,1955.0,5105.0,3.0,2.0,213.0,15612.0,10.0
788,Savoie,2018,5044.0,3040.0,1261.0,642.0,250.0,1736.0,4930.0,9.0,7.0,234.0,17202.0,48.0
789,Savoie,2019,4752.0,2876.0,1736.0,592.0,326.0,1506.0,4558.0,7.0,7.0,304.0,16818.0,140.0
790,Saône-et-Loire,2010,3453.0,757.0,329.0,35.0,10.0,6122.0,5863.0,708.0,1.0,0.0,17285.0,0.0
791,Saône-et-Loire,2011,3229.0,834.0,323.0,63.0,7.0,5231.0,6469.0,124.0,0.0,5.0,16290.0,0.0
792,Saône-et-Loire,2012,2635.0,848.0,284.0,26.0,86.0,4200.0,5288.0,18.0,1.0,16.0,13476.0,73.0
793,Saône-et-Loire,2013,2844.0,914.0,257.0,182.0,16.0,3799.0,4226.0,14.0,10.0,53.0,12398.0,82.0
794,Saône-et-Loire,2014,3255.0,1012.0,268.0,202.0,18.0,3757.0,4081.0,8.0,6.0,57.0,12722.0,58.0
795,Saône-et-Loire,2015,3853.0,1357.0,338.0,163.0,32.0,3316.0,3932.0,6.0,5.0,93.0,13219.0,122.0
796,Saône-et-Loire,2016,3965.0,1835.0,539.0,211.0,68.0,2786.0,3885.0,3.0,1.0,145.0,13459.0,20.0
797,Saône-et-Loire,2017,4059.0,2435.0,648.0,352.0,97.0,2281.0,3859.0,2.0,3.0,157.0,13901.0,8.0
798,Saône-et-Loire,2018,4424.0,2828.0,651.0,413.0,105.0,1699.0,3764.0,8.0,7.0,149.0,14078.0,30.0
799,Saône-et-Loire,2019,4718.0,2512.0,1018.0,378.0,236.0,1359.0,3818.0,6.0,3.0,249.0,14390.0,93.0
800,Seine-Maritime,2010,13925.0,3613.0,950.0,52.0,34.0,37291.0,33108.0,1187.0,0.0,0.0,90163.0,0.0
801,Seine-Maritime,2011,14471.0,3873.0,1133.0,119.0,36.0,35271.0,36374.0,171.0,2.0,33.0,91486.0,0.0
802,Seine-Maritime,2012,13103.0,2917.0,1103.0,31.0,170.0,35135.0,28740.0,17.0,1.0,74.0,81416.0,122.0
803,Seine-Maritime,2013,13866.0,3174.0,758.0,939.0,26.0,27496.0,22893.0,15.0,23.0,135.0,69522.0,196.0
804,Seine-Maritime,2014,16211.0,3700.0,1026.0,451.0,34.0,27120.0,25800.0,24.0,19.0,212.0,74748.0,150.0
805,Seine-Maritime,2015,19759.0,5158.0,1891.0,1052.0,98.0,25203.0,24104.0,13.0,8.0,394.0,78372.0,690.0
806,Seine-Maritime,2016,21925.0,10442.0,3466.0,1039.0,126.0,23135.0,25966.0,3.0,1.0,494.0,86742.0,144.0
807,Seine-Maritime,2017,25856.0,11309.0,3521.0,1129.0,177.0,18539.0,27190.0,5.0,4.0,517.0,88283.0,33.0
808,Seine-Maritime,2018,28344.0,14492.0,4563.0,1457.0,460.0,13551.0,22998.0,18.0,17.0,546.0,86501.0,55.0
809,Seine-Maritime,2019,32119.0,17704.0,5276.0,2077.0,856.0,7553.0,19794.0,29.0,28.0,774.0,86632.0,417.0
810,Seine-Saint-Denis,2010,5620.0,1367.0,565.0,194.0,36.0,8830.0,10674.0,1011.0,3.0,0.0,28315.0,0.0
811,Seine-Saint-Denis,2011,5498.0,1604.0,610.0,222.0,21.0,8677.0,11407.0,138.0,2.0,11.0,28204.0,0.0
812,Seine-Saint-Denis,2012,4065.0,1275.0,576.0,83.0,316.0,7657.0,9839.0,24.0,2.0,25.0,23987.0,124.0
813,Seine-Saint-Denis,2013,5083.0,1548.0,797.0,749.0,51.0,8110.0,10704.0,33.0,20.0,83.0,27366.0,188.0
814,Seine-Saint-Denis,2014,7127.0,1711.0,959.0,856.0,77.0,8181.0,10966.0,29.0,11.0,121.0,30249.0,211.0
815,Seine-Saint-Denis,2015,7279.0,3052.0,1211.0,960.0,185.0,9231.0,11406.0,10.0,10.0,201.0,33859.0,314.0
816,Seine-Saint-Denis,2016,7997.0,3732.0,1955.0,1029.0,331.0,7459.0,10371.0,1.0,0.0,330.0,33276.0,69.0
817,Seine-Saint-Denis,2017,6546.0,4777.0,1867.0,1386.0,431.0,6856.0,10092.0,3.0,3.0,462.0,32452.0,26.0
818,Seine-Saint-Denis,2018,7390.0,5269.0,2035.0,1504.0,527.0,4467.0,10383.0,12.0,13.0,429.0,32063.0,28.0
819,Seine-Saint-Denis,2019,7326.0,4747.0,2612.0,1373.0,880.0,2384.0,8647.0,7.0,13.0,516.0,28673.0,141.0
820,Seine-et-Marne,2010,8160.0,1966.0,987.0,437.0,109.0,15425.0,16640.0,1934.0,2.0,0.0,45663.0,0.0
821,Seine-et-Marne,2011,8093.0,2183.0,1127.0,430.0,104.0,14312.0,18378.0,316.0,5.0,27.0,44977.0,0.0
822,Seine-et-Marne,2012,6476.0,2063.0,1064.0,133.0,478.0,12212.0,16199.0,23.0,8.0,47.0,38911.0,206.0
823,Seine-et-Marne,2013,7012.0,2467.0,919.0,945.0,114.0,11528.0,12758.0,32.0,36.0,110.0,36209.0,288.0
824,Seine-et-Marne,2014,7659.0,2654.0,1038.0,878.0,150.0,11442.0,11737.0,26.0,14.0,156.0,35964.0,210.0
825,Seine-et-Marne,2015,9737.0,3624.0,1504.0,1028.0,265.0,11099.0,11850.0,16.0,14.0,302.0,39784.0,345.0
826,Seine-et-Marne,2016,10310.0,4836.0,2000.0,1075.0,492.0,9685.0,11336.0,2.0,4.0,418.0,40249.0,85.0
827,Seine-et-Marne,2017,11055.0,6401.0,2497.0,1694.0,614.0,8038.0,11151.0,7.0,6.0,582.0,42083.0,36.0
828,Seine-et-Marne,2018,12966.0,7722.0,2540.0,1989.0,722.0,6532.0,10365.0,15.0,22.0,877.0,43856.0,91.0
829,Seine-et-Marne,2019,12888.0,7623.0,3606.0,1788.0,1218.0,4680.0,9734.0,20.0,26.0,859.0,42742.0,239.0
830,Somme,2010,3549.0,470.0,228.0,38.0,6.0,7841.0,7211.0,554.0,1.0,0.0,19899.0,0.0
831,Somme,2011,3542.0,612.0,226.0,43.0,4.0,8437.0,8659.0,39.0,2.0,6.0,21570.0,0.0
832,Somme,2012,3350.0,655.0,223.0,19.0,73.0,7259.0,7808.0,7.0,1.0,13.0,19471.0,63.0
833,Somme,2013,3738.0,795.0,205.0,172.0,11.0,7730.0,6163.0,13.0,12.0,48.0,18948.0,61.0
834,Somme,2014,5202.0,837.0,224.0,183.0,16.0,8101.0,5618.0,6.0,5.0,40.0,20282.0,50.0
835,Somme,2015,5668.0,1155.0,365.0,203.0,38.0,7772.0,5924.0,9.0,3.0,98.0,21395.0,160.0
836,Somme,2016,6072.0,1864.0,484.0,294.0,77.0,7912.0,6511.0,0.0,0.0,119.0,23368.0,34.0
837,Somme,2017,8443.0,3276.0,658.0,454.0,111.0,6707.0,6997.0,2.0,4.0,107.0,26771.0,12.0
838,Somme,2018,12028.0,6097.0,1016.0,742.0,150.0,4773.0,9300.0,3.0,6.0,145.0,34284.0,24.0
839,Somme,2019,12449.0,6211.0,1991.0,472.0,378.0,4105.0,10986.0,7.0,8.0,237.0,36938.0,91.0
840,Tarn,2010,2173.0,384.0,162.0,32.0,14.0,4547.0,4286.0,535.0,0.0,0.0,12136.0,0.0
841,Tarn,2011,1933.0,439.0,167.0,61.0,2.0,3946.0,4442.0,96.0,2.0,4.0,11092.0,0.0
842,Tarn,2012,1472.0,413.0,146.0,19.0,70.0,3050.0,3853.0,6.0,5.0,7.0,9076.0,35.0
843,Tarn,2013,1850.0,465.0,143.0,83.0,8.0,2982.0,3230.0,12.0,6.0,30.0,8867.0,53.0
844,Tarn,2014,2179.0,560.0,200.0,105.0,6.0,3154.0,3070.0,12.0,4.0,40.0,9373.0,41.0
845,Tarn,2015,2594.0,816.0,280.0,114.0,17.0,2785.0,2997.0,7.0,3.0,86.0,9792.0,93.0
846,Tarn,2016,2664.0,1114.0,334.0,135.0,36.0,2554.0,3000.0,1.0,3.0,131.0,9999.0,27.0
847,Tarn,2017,2920.0,1640.0,438.0,259.0,67.0,2235.0,3049.0,2.0,1.0,169.0,10784.0,4.0
848,Tarn,2018,3492.0,2139.0,505.0,402.0,80.0,1419.0,2813.0,10.0,8.0,177.0,11069.0,23.0
849,Tarn,2019,3446.0,2054.0,713.0,309.0,142.0,1043.0,2587.0,9.0,6.0,247.0,10592.0,36.0
850,Tarn-et-Garonne,2010,1041.0,176.0,77.0,10.0,7.0,2414.0,2186.0,340.0,0.0,0.0,6251.0,0.0
851,Tarn-et-Garonne,2011,1003.0,203.0,83.0,31.0,0.0,2289.0,2357.0,46.0,1.0,1.0,6014.0,0.0
852,Tarn-et-Garonne,2012,814.0,176.0,72.0,10.0,40.0,1874.0,2173.0,5.0,1.0,18.0,5212.0,29.0
853,Tarn-et-Garonne,2013,900.0,217.0,75.0,68.0,4.0,1914.0,1703.0,6.0,3.0,18.0,4954.0,46.0
854,Tarn-et-Garonne,2014,1075.0,203.0,81.0,69.0,4.0,1627.0,1577.0,5.0,9.0,24.0,4691.0,17.0
855,Tarn-et-Garonne,2015,1350.0,336.0,109.0,71.0,8.0,1442.0,1586.0,3.0,0.0,68.0,5004.0,30.0
856,Tarn-et-Garonne,2016,1473.0,504.0,134.0,89.0,24.0,1290.0,1642.0,1.0,0.0,83.0,5253.0,12.0
857,Tarn-et-Garonne,2017,1479.0,707.0,177.0,162.0,44.0,1034.0,1728.0,0.0,1.0,77.0,5412.0,3.0
858,Tarn-et-Garonne,2018,1916.0,924.0,238.0,197.0,48.0,725.0,1613.0,9.0,2.0,113.0,5801.0,16.0
859,Tarn-et-Garonne,2019,1888.0,778.0,336.0,155.0,102.0,581.0,1647.0,4.0,1.0,166.0,5684.0,26.0
860,Territoire de Belfort,2010,1277.0,274.0,132.0,4.0,1.0,2054.0,2038.0,155.0,0.0,0.0,5936.0,0.0
861,Territoire de Belfort,2011,1116.0,358.0,176.0,16.0,3.0,1835.0,2132.0,27.0,0.0,1.0,5664.0,0.0
862,Territoire de Belfort,2012,947.0,307.0,134.0,3.0,10.0,1542.0,1740.0,2.0,0.0,20.0,4757.0,52.0
863,Territoire de Belfort,2013,1072.0,354.0,128.0,28.0,1.0,1571.0,1355.0,7.0,1.0,10.0,4597.0,70.0
864,Territoire de Belfort,2014,1186.0,387.0,135.0,29.0,1.0,1126.0,1286.0,1.0,3.0,5.0,4193.0,34.0
865,Territoire de Belfort,2015,1483.0,478.0,193.0,21.0,5.0,890.0,1183.0,1.0,1.0,35.0,4356.0,66.0
866,Territoire de Belfort,2016,1581.0,689.0,207.0,40.0,16.0,656.0,1179.0,0.0,0.0,38.0,4416.0,10.0
867,Territoire de Belfort,2017,1719.0,804.0,242.0,78.0,22.0,520.0,1149.0,0.0,3.0,20.0,4564.0,6.0
868,Territoire de Belfort,2018,1766.0,1084.0,252.0,109.0,32.0,386.0,1176.0,8.0,5.0,42.0,4869.0,9.0
869,Territoire de Belfort,2019,1737.0,968.0,345.0,116.0,52.0,322.0,986.0,3.0,3.0,60.0,4610.0,18.0
870,Val-d'Oise,2010,7043.0,1803.0,818.0,162.0,33.0,10184.0,12229.0,1248.0,4.0,7.0,33532.0,0.0
871,Val-d'Oise,2011,7121.0,2036.0,943.0,246.0,43.0,9045.0,13393.0,219.0,5.0,14.0,33065.0,0.0
872,Val-d'Oise,2012,5567.0,1746.0,877.0,110.0,329.0,7748.0,11774.0,27.0,3.0,81.0,28412.0,148.0
873,Val-d'Oise,2013,6138.0,2158.0,817.0,694.0,47.0,7246.0,9399.0,20.0,27.0,92.0,26877.0,239.0
874,Val-d'Oise,2014,6807.0,2205.0,846.0,851.0,53.0,6569.0,8196.0,13.0,14.0,153.0,25885.0,177.0
875,Val-d'Oise,2015,8270.0,2883.0,1207.0,939.0,149.0,5596.0,8715.0,17.0,9.0,237.0,28267.0,245.0
876,Val-d'Oise,2016,7937.0,3581.0,1553.0,988.0,333.0,4751.0,8461.0,2.0,3.0,295.0,27969.0,64.0
877,Val-d'Oise,2017,7901.0,4739.0,2025.0,1383.0,392.0,4061.0,8161.0,6.0,8.0,274.0,28963.0,12.0
878,Val-d'Oise,2018,8645.0,5488.0,2268.0,1643.0,598.0,2853.0,7431.0,10.0,15.0,427.0,29423.0,45.0
879,Val-d'Oise,2019,8665.0,5866.0,2953.0,1499.0,864.0,1805.0,6764.0,13.0,10.0,670.0,29293.0,183.0
880,Val-de-Marne,2010,7621.0,2248.0,995.0,192.0,60.0,8857.0,11164.0,1126.0,1.0,0.0,32265.0,0.0
881,Val-de-Marne,2011,7540.0,2380.0,1145.0,327.0,34.0,7486.0,12041.0,139.0,1.0,8.0,31107.0,0.0
882,Val-de-Marne,2012,5960.0,2090.0,941.0,93.0,427.0,6510.0,10113.0,10.0,0.0,47.0,26333.0,137.0
883,Val-de-Marne,2013,6029.0,2427.0,916.0,998.0,56.0,6696.0,8284.0,19.0,21.0,98.0,25747.0,198.0
884,Val-de-Marne,2014,6338.0,2595.0,1015.0,962.0,91.0,6931.0,7596.0,22.0,12.0,125.0,25866.0,179.0
885,Val-de-Marne,2015,7852.0,3235.0,1423.0,1104.0,253.0,6196.0,7732.0,17.0,11.0,227.0,28370.0,319.0
886,Val-de-Marne,2016,8144.0,4262.0,1839.0,1244.0,426.0,5875.0,8540.0,2.0,2.0,273.0,30699.0,84.0
887,Val-de-Marne,2017,7811.0,5015.0,2121.0,1785.0,528.0,5748.0,7978.0,2.0,5.0,413.0,31426.0,14.0
888,Val-de-Marne,2018,7986.0,5864.0,2353.0,1879.0,677.0,3900.0,7432.0,14.0,20.0,442.0,30610.0,42.0
889,Val-de-Marne,2019,8771.0,6515.0,3431.0,1621.0,1103.0,2005.0,7526.0,14.0,19.0,675.0,31822.0,140.0
890,Var,2010,9589.0,2005.0,998.0,101.0,54.0,12696.0,10950.0,1252.0,4.0,0.0,37652.0,0.0
891,Var,2011,9411.0,2246.0,1158.0,216.0,59.0,11077.0,11872.0,209.0,4.0,23.0,36275.0,0.0
892,Var,2012,7925.0,1915.0,971.0,67.0,291.0,8814.0,11116.0,22.0,9.0,45.0,31314.0,134.0
893,Var,2013,8576.0,2403.0,972.0,547.0,72.0,7947.0,8894.0,17.0,11.0,102.0,29734.0,192.0
894,Var,2014,9462.0,2643.0,971.0,518.0,75.0,7958.0,8751.0,21.0,13.0,188.0,30723.0,123.0
895,Var,2015,11090.0,3229.0,1313.0,583.0,190.0,6356.0,8357.0,15.0,9.0,300.0,31598.0,156.0
896,Var,2016,12110.0,4466.0,1740.0,728.0,321.0,5831.0,8235.0,2.0,1.0,353.0,33833.0,44.0
897,Var,2017,12507.0,5857.0,2193.0,1297.0,421.0,4898.0,8477.0,10.0,5.0,431.0,36111.0,15.0
898,Var,2018,14252.0,7142.0,2443.0,1483.0,625.0,3441.0,7672.0,13.0,11.0,482.0,37594.0,30.0
899,Var,2019,14884.0,7364.0,3396.0,1257.0,913.0,2760.0,7242.0,14.0,10.0,716.0,38773.0,217.0
900,Vaucluse,2010,3640.0,706.0,379.0,83.0,42.0,6946.0,6408.0,835.0,2.0,0.0,19044.0,0.0
901,Vaucluse,2011,3629.0,842.0,406.0,125.0,25.0,6454.0,6922.0,116.0,1.0,10.0,18531.0,0.0
902,Vaucluse,2012,3202.0,749.0,353.0,39.0,118.0,5316.0,6333.0,21.0,1.0,41.0,16290.0,117.0
903,Vaucluse,2013,3598.0,907.0,369.0,226.0,39.0,4941.0,5161.0,12.0,10.0,70.0,15446.0,112.0
904,Vaucluse,2014,4132.0,974.0,382.0,220.0,52.0,4641.0,4830.0,6.0,13.0,88.0,15408.0,69.0
905,Vaucluse,2015,4828.0,1353.0,573.0,210.0,109.0,4160.0,4853.0,8.0,3.0,144.0,16351.0,110.0
906,Vaucluse,2016,5202.0,1957.0,815.0,262.0,188.0,3473.0,4988.0,2.0,0.0,202.0,17117.0,28.0
907,Vaucluse,2017,5224.0,2782.0,976.0,496.0,175.0,2934.0,5216.0,7.0,8.0,217.0,18044.0,9.0
908,Vaucluse,2018,6077.0,3398.0,964.0,626.0,284.0,2175.0,4739.0,11.0,9.0,290.0,18600.0,27.0
909,Vaucluse,2019,6497.0,3330.0,1481.0,585.0,401.0,1535.0,4284.0,6.0,6.0,388.0,18615.0,101.0
910,Vendée,2010,3372.0,681.0,308.0,70.0,38.0,6302.0,6431.0,768.0,1.0,0.0,17971.0,0.0
911,Vendée,2011,3306.0,798.0,275.0,119.0,22.0,5523.0,6869.0,110.0,1.0,12.0,17035.0,0.0
912,Vendée,2012,2597.0,702.0,240.0,40.0,147.0,4621.0,5802.0,8.0,1.0,63.0,14322.0,100.0
913,Vendée,2013,3046.0,915.0,285.0,306.0,43.0,4701.0,4721.0,13.0,8.0,64.0,14219.0,117.0
914,Vendée,2014,3673.0,1050.0,296.0,259.0,42.0,4710.0,4571.0,10.0,6.0,99.0,14797.0,80.0
915,Vendée,2015,4267.0,1510.0,474.0,335.0,107.0,3994.0,4522.0,9.0,9.0,281.0,15646.0,137.0
916,Vendée,2016,4620.0,2134.0,703.0,382.0,145.0,3805.0,4627.0,0.0,0.0,337.0,16777.0,24.0
917,Vendée,2017,4539.0,2980.0,867.0,585.0,199.0,3084.0,4732.0,2.0,9.0,281.0,17295.0,11.0
918,Vendée,2018,6007.0,3508.0,808.0,869.0,254.0,2396.0,4643.0,6.0,10.0,300.0,18823.0,20.0
919,Vendée,2019,6167.0,3151.0,1142.0,806.0,441.0,1793.0,5142.0,4.0,8.0,431.0,19148.0,60.0
920,Vienne,2010,1878.0,400.0,146.0,40.0,6.0,3902.0,3929.0,531.0,1.0,0.0,10833.0,0.0
921,Vienne,2011,1930.0,453.0,162.0,67.0,9.0,3725.0,4250.0,80.0,2.0,113.0,10791.0,0.0
922,Vienne,2012,1892.0,395.0,161.0,20.0,81.0,6414.0,5711.0,11.0,0.0,63.0,14783.0,34.0
923,Vienne,2013,2150.0,500.0,139.0,199.0,6.0,3956.0,3262.0,8.0,5.0,47.0,10325.0,53.0
924,Vienne,2014,2647.0,623.0,151.0,168.0,14.0,5200.0,4232.0,16.0,6.0,50.0,13145.0,36.0
925,Vienne,2015,3801.0,876.0,299.0,185.0,28.0,5359.0,4337.0,2.0,2.0,223.0,15192.0,80.0
926,Vienne,2016,4174.0,1374.0,514.0,190.0,68.0,4830.0,4122.0,1.0,1.0,189.0,15482.0,19.0
927,Vienne,2017,5515.0,2202.0,705.0,497.0,77.0,4993.0,4599.0,2.0,1.0,176.0,18780.0,13.0
928,Vienne,2018,8756.0,3204.0,734.0,643.0,135.0,4148.0,4425.0,7.0,6.0,263.0,22343.0,22.0
929,Vienne,2019,7670.0,2441.0,787.0,683.0,345.0,2424.0,4048.0,7.0,5.0,222.0,18704.0,72.0
930,Vosges,2010,2383.0,426.0,239.0,20.0,6.0,4888.0,4282.0,448.0,5.0,0.0,12698.0,0.0
931,Vosges,2011,2161.0,492.0,219.0,36.0,4.0,4171.0,4585.0,72.0,4.0,8.0,11752.0,0.0
932,Vosges,2012,1808.0,387.0,196.0,16.0,47.0,3329.0,3678.0,9.0,5.0,8.0,9535.0,52.0
933,Vosges,2013,1955.0,505.0,206.0,88.0,7.0,3366.0,3063.0,13.0,6.0,30.0,9325.0,86.0
934,Vosges,2014,2339.0,515.0,202.0,79.0,7.0,3197.0,2853.0,6.0,7.0,36.0,9293.0,51.0
935,Vosges,2015,2653.0,753.0,267.0,77.0,13.0,2743.0,2877.0,7.0,5.0,80.0,9593.0,117.0
936,Vosges,2016,2945.0,1075.0,414.0,114.0,42.0,2301.0,3010.0,2.0,1.0,71.0,10003.0,27.0
937,Vosges,2017,3091.0,1512.0,446.0,176.0,59.0,1952.0,2971.0,1.0,2.0,98.0,10319.0,10.0
938,Vosges,2018,3615.0,1855.0,533.0,265.0,82.0,1542.0,2748.0,5.0,5.0,142.0,10808.0,16.0
939,Vosges,2019,3687.0,1649.0,637.0,223.0,139.0,1216.0,2836.0,4.0,5.0,153.0,10600.0,51.0
940,Yonne,2010,1699.0,424.0,173.0,40.0,7.0,3883.0,3769.0,394.0,1.0,0.0,10391.0,0.0
941,Yonne,2011,1585.0,471.0,173.0,36.0,4.0,3353.0,4085.0,40.0,2.0,6.0,9756.0,0.0
942,Yonne,2012,1335.0,417.0,139.0,16.0,54.0,2791.0,3639.0,13.0,5.0,12.0,8451.0,30.0
943,Yonne,2013,1522.0,435.0,142.0,135.0,10.0,2629.0,2940.0,12.0,7.0,22.0,7902.0,48.0
944,Yonne,2014,1652.0,542.0,150.0,111.0,9.0,2500.0,2849.0,6.0,5.0,29.0,7887.0,34.0
945,Yonne,2015,2040.0,751.0,226.0,147.0,26.0,2090.0,2653.0,14.0,1.0,60.0,8087.0,79.0
946,Yonne,2016,2115.0,945.0,308.0,181.0,73.0,1872.0,2574.0,2.0,0.0,80.0,8177.0,27.0
947,Yonne,2017,2150.0,1471.0,392.0,282.0,66.0,1732.0,2666.0,4.0,3.0,92.0,8865.0,7.0
948,Yonne,2018,2572.0,1629.0,485.0,333.0,95.0,1280.0,2633.0,3.0,6.0,121.0,9182.0,25.0
949,Yonne,2019,2598.0,1503.0,684.0,262.0,121.0,852.0,2482.0,10.0,13.0,111.0,8691.0,55.0
950,Yvelines,2010,15497.0,5003.0,3095.0,275.0,117.0,20836.0,38482.0,1704.0,3.0,121.0,85162.0,0.0
951,Yvelines,2011,16916.0,5554.0,3442.0,375.0,49.0,16973.0,37982.0,292.0,2.0,182.0,82082.0,0.0
952,Yvelines,2012,14558.0,3794.0,2609.0,107.0,624.0,14736.0,32539.0,59.0,4.0,323.0,70353.0,983.0
953,Yvelines,2013,15102.0,4435.0,3272.0,1070.0,95.0,14105.0,27552.0,90.0,38.0,372.0,67634.0,1501.0
954,Yvelines,2014,14665.0,5108.0,2727.0,933.0,151.0,13837.0,24448.0,95.0,18.0,562.0,63340.0,795.0
955,Yvelines,2015,17038.0,6539.0,3825.0,1129.0,409.0,14170.0,23039.0,32.0,8.0,935.0,68551.0,1423.0
956,Yvelines,2016,20293.0,9396.0,5251.0,1334.0,688.0,11277.0,23403.0,9.0,3.0,984.0,73012.0,370.0
957,Yvelines,2017,19851.0,10255.0,5415.0,2037.0,857.0,10811.0,22275.0,12.0,12.0,1261.0,72837.0,49.0
958,Yvelines,2018,19080.0,12771.0,6403.0,2358.0,981.0,9335.0,20549.0,26.0,24.0,1261.0,72862.0,70.0
959,Yvelines,2019,20987.0,14532.0,8094.0,1814.0,1693.0,5314.0,21749.0,28.0,24.0,1944.0,76537.0,337.0
